total reward
1421.0,1
896.0,1
1221.0,1
1056.0,1
1146.0,1
1996.0,1
1371.0,1
1141.0,1
1646.0,1
1171.0,1
1196.0,1
1371.0,1
1396.0,1
1521.0,1
711.0,1
1886.0,1
1246.0,1
996.0,1
1136.0,1
1206.0,1
2021.0,1
1096.0,1
1821.0,1
1361.0,1
1481.0,1
1161.0,1
1361.0,1
1141.0,1
1171.0,1
1396.0,1
796.0,1
1296.0,1
1196.0,1
1371.0,1
1246.0,1
1229.0,1
1121.0,1
2146.0,1
1121.0,1
1071.0,1
1621.0,1
1336.0,1
1571.0,1
1371.0,1
996.0,1
1261.0,1
1471.0,1
1471.0,1
1421.0,1
1346.0,1
1696.0,1
686.0,1
813.0,1
1886.0,1
1166.0,1
1591.0,1
1146.0,1
1066.0,1
1516.0,1
1296.0,1
1046.0,1
1721.0,1
1146.0,1
1571.0,1
1236.0,1
1486.0,1
2071.0,1
1966.0,1
1376.0,1
1486.0,1
1421.0,1
1071.0,1
1111.0,1
996.0,1
1486.0,1
1311.0,1
1021.0,1
1366.0,1
1106.0,1
1546.0,1
2316.0,1
1443.0,1
901.0,1
1236.0,1
1246.0,1
1106.0,1
1106.0,1
1421.0,1
1271.0,1
1546.0,1
921.0,1
1566.0,1
1256.0,1
1466.0,1
1021.0,1
1721.0,1
691.0,1
1706.0,1
1771.0,1
1121.0,1
