loss,accuracy
1.39708102693,0.583113456622
1.3273827572,0.581794194464
1.34724881844,0.587071240577
1.20262799634,0.626649076439
1.21907354219,0.626649076989
1.12438644457,0.654353561219
1.07655815808,0.692612137675
1.07786869562,0.676781002639
1.02899724701,0.680738786909
0.99317939835,0.693931397631
0.990185923186,0.691292875675
0.958523630152,0.707124009925
0.927297432379,0.705804749183
0.924221070901,0.689973614776
0.8560959085,0.736147757885
0.855540140638,0.724274406647
0.834165560539,0.722955145276
0.839433642522,0.72955145103
0.77369379667,0.759894459417
0.737144027348,0.758575197732
0.712552816069,0.784960421535
0.693893005477,0.769129287442
0.681733160975,0.767810026228
0.648265868189,0.790237467333
0.665688113204,0.769129287756
0.621617283073,0.811345647067
0.611171792554,0.79155672776
0.606832759676,0.802110818571
0.592467075445,0.791556727918
0.568138302631,0.821899736934
0.557413514261,0.806068601898
0.556408770795,0.816622690821
0.553564586551,0.825857520103
0.544021759153,0.813984169652
0.542654130421,0.813984169495
0.53028121048,0.8337730877
0.524741905188,0.819261213878
0.559101377754,0.810026385853
0.50305261917,0.824538259362
0.524396543767,0.808707123381
0.504461014176,0.823218997361
0.520640147,0.839050132712
0.502459004482,0.817941952349
0.503834571168,0.828496043003
0.499263972437,0.828496042688
0.507842120914,0.821899735676
0.510704805873,0.824538259362
0.502214726011,0.839050132083
0.523299715292,0.835092348914
0.499684098214,0.833773087386
0.483978816655,0.828496043003
0.487790099156,0.837730871499
0.487172229938,0.824538258103
0.497806109665,0.831134564801
0.500192880788,0.837730869926
0.488025666935,0.84300791541
0.488871903151,0.833773086599
0.490288139726,0.853562006063
0.498883921584,0.831134564644
0.481816525824,0.84828495995
0.487551531565,0.839050132555
0.484096160193,0.828496042845
0.493690547339,0.832453825543
0.47904178335,0.829815303745
0.4873038355,0.832453826172
0.477827769471,0.835092349071
0.485233869669,0.82981530343
0.5004617608,0.828496041902
0.49110187193,0.824538259362
0.474228716895,0.843007915095
0.47964424351,0.833773086914
0.472017771415,0.833773086442
0.473556670161,0.84432717741
0.481015872043,0.846965698579
0.474482559749,0.840369392668
0.479597467153,0.831134564958
0.482557525578,0.837730870555
0.476660195001,0.832453826487
0.479746979585,0.836411609656
0.469500133497,0.836411610285
0.475239309991,0.831134564172
0.47023650186,0.831134564172
0.471251467051,0.828496042059
0.470413493921,0.839050132555
0.493648441533,0.844327177096
0.479047802712,0.832453826644
0.468709382501,0.836411609027
0.471435586035,0.82717678116
0.470241462335,0.840369392983
0.470471642105,0.836411609813
0.475993014263,0.833773087071
0.468527666183,0.835092348285
0.474002808097,0.836411610285
0.475252792672,0.837730871499
0.471547383589,0.835092349071
0.467014613834,0.844327177096
0.475270173009,0.837730871341
0.468204860951,0.836411609341
0.467732863093,0.841688653724
0.469373873639,0.837730871184
0.47191285631,0.845646437837
0.470066431487,0.839050132241
0.467379400708,0.839050131769
0.477835812638,0.835092347813
0.467436398239,0.843007914938
0.471159858958,0.837730871027
0.466046826506,0.839050132712
0.467450854332,0.839050131297
0.466903363337,0.837730870398
0.477897489134,0.841688653724
0.46672378508,0.836411610285
0.465862576597,0.829815303745
0.462700508122,0.843007916354
0.465467244308,0.840369392983
0.466345385543,0.833773086914
0.467431127632,0.833773087858
0.467703314759,0.850923483164
0.467518759277,0.837730871027
0.468513898768,0.835092347656
0.468143985422,0.836411609813
0.467778508613,0.836411609027
0.46480566216,0.841688653724
0.467582946717,0.839050131297
0.468352862273,0.828496042374
0.468072985911,0.840369392983
0.466426987132,0.820580475563
0.464366809988,0.850923482221
0.470724283469,0.819261214035
0.465846520379,0.839050132712
0.463944261496,0.845646437366
0.463527065626,0.83773087087
0.46280021073,0.848284960265
0.463796813129,0.840369393926
0.466815991421,0.833773086914
0.464556275855,0.8337730877
0.463043175146,0.844327176781
0.462815895165,0.828496042531
0.468325168759,0.839050131297
0.465514398816,0.839050132712
0.461620033652,0.844327176624
0.464122223665,0.825857519632
0.460670477482,0.84168865514
0.460136089602,0.835092348442
0.467946182848,0.844327176624
0.467381559764,0.840369393769
0.46261639205,0.845646438309
0.460783739754,0.827176780374
0.46639151482,0.844327177567
0.462653589437,0.835092349071
0.460270566566,0.83641160887
0.462844250227,0.84036939314
0.46240941956,0.829815303745
0.461870837809,0.837730871499
0.464726141622,0.844327176309
0.462561803632,0.832453826644
0.461386681783,0.829815304216
0.461414712872,0.835092349071
0.461418525682,0.833773086599
0.459701722404,0.832453826172
0.460952451094,0.840369393454
0.462328293471,0.827176780374
0.462953802778,0.854881267277
0.465847806912,0.836411609341
0.463642878394,0.825857519632
0.460859756828,0.846965698579
0.460960278096,0.823218998148
0.461528807643,0.845646438781
0.464193681299,0.844327176624
0.463055225035,0.831134564801
0.461854507709,0.833773087386
0.460379354479,0.84300791541
0.461832945297,0.836411609813
0.459455878093,0.84300791541
0.460288826819,0.832453826644
0.462709985575,0.841688654196
0.460826233147,0.840369392983
0.462328661951,0.835092348442
0.463989620709,0.825857520575
0.460359758626,0.833773086914
0.459289618878,0.8324538257
0.462702751081,0.846965698737
0.460390064679,0.828496042059
0.459965058556,0.840369392668
0.46151482076,0.836411609499
0.459961743028,0.824538258418
0.459001727815,0.843007916039
0.46055409674,0.833773087858
0.459130668624,0.825857520103
0.459160682079,0.833773086442
0.461244057225,0.836411609027
0.46079766829,0.832453825858
0.459909215884,0.827176780531
0.459012824659,0.839050132555
0.461182135076,0.84432717741
0.464770096902,0.832453826487
0.4605166721,0.845646438781
0.459010935789,0.839050131926
0.457553583038,0.84168865514
0.45873243922,0.844327176152
0.459808648026,0.841688654668
0.459497046109,0.823218996732
0.45897753981,0.831134564329
0.460782738427,0.846965699523
0.458591445455,0.845646437523
0.460797524704,0.835092348285
0.46044526377,0.840369393297
0.457979567369,0.852242743906
0.458449614866,0.841688653724
0.459857560085,0.839050131297
0.460980147988,0.829815303745
0.459377685763,0.837730871499
0.458169208825,0.840369392983
0.456808804522,0.840369392983
0.457373356245,0.83113456543
0.457752356468,0.84828495995
0.461220883442,0.827176780374
0.459383958562,0.84168865514
0.458173145562,0.853562004648
0.460481009021,0.836411610128
0.459148929427,0.827176781317
0.459222510968,0.837730871499
0.457369231651,0.840369393926
0.457180325148,0.846965698579
0.457596116456,0.835092348128
0.461069468694,0.823218997204
0.457972724315,0.844327177567
0.455854071004,0.845646437366
0.459652393034,0.843007916196
0.459173070095,0.833773086442
0.458245784909,0.836411610128
0.457338658518,0.828496041587
0.458195393586,0.844327177567
