total reward
1646.0,1
2071.0,1
1546.0,1
1641.0,1
1321.0,1
1646.0,1
1546.0,1
2071.0,1
2071.0,1
1746.0,1
1746.0,1
1646.0,1
1421.0,1
1646.0,1
1746.0,1
1746.0,1
1846.0,1
1846.0,1
1421.0,1
1421.0,1
1646.0,1
1746.0,1
1871.0,1
1521.0,1
1221.0,1
1421.0,1
1846.0,1
1846.0,1
1971.0,1
1646.0,1
1546.0,1
1446.0,1
1546.0,1
2071.0,1
1421.0,1
1771.0,1
1546.0,1
2171.0,1
1646.0,1
1546.0,1
1746.0,1
1446.0,1
1446.0,1
1321.0,1
1646.0,1
1521.0,1
1446.0,1
1321.0,1
1846.0,1
1771.0,1
1746.0,1
1646.0,1
1646.0,1
1646.0,1
1871.0,1
1421.0,1
1421.0,1
2271.0,1
1746.0,1
1646.0,1
1321.0,1
1846.0,1
1771.0,1
1646.0,1
1746.0,1
1321.0,1
1971.0,1
1746.0,1
1321.0,1
1971.0,1
1846.0,1
1546.0,1
996.0,1
1646.0,1
1321.0,1
1646.0,1
1746.0,1
1846.0,1
1446.0,1
1846.0,1
1971.0,1
1321.0,1
1321.0,1
1321.0,1
1846.0,1
1521.0,1
1546.0,1
1421.0,1
1746.0,1
1646.0,1
1741.0,1
1221.0,1
1646.0,1
1546.0,1
2171.0,1
1771.0,1
1746.0,1
1646.0,1
1746.0,1
1746.0,1
