total reward
1316.0,1
1316.0,1
777.0,1
1541.0,1
837.0,1
1201.0,1
1546.0,1
1541.0,1
1741.0,1
1566.0,1
907.0,1
437.0,1
1541.0,1
1646.0,1
1416.0,1
1116.0,1
1116.0,1
1316.0,1
1541.0,1
2066.0,1
1641.0,1
1616.0,1
776.0,1
619.0,1
1241.0,1
1161.0,1
948.0,1
1269.0,1
1641.0,1
1641.0,1
1746.0,1
1316.0,1
1841.0,1
1641.0,1
1641.0,1
1416.0,1
1242.0,1
1321.0,1
1316.0,1
1401.0,1
1096.0,1
1316.0,1
1866.0,1
1541.0,1
1741.0,1
865.0,1
1541.0,1
436.0,1
1392.0,1
1341.0,1
1361.0,1
1316.0,1
1194.0,1
1646.0,1
1641.0,1
1041.0,1
1646.0,1
1511.0,1
1341.0,1
1846.0,1
1541.0,1
1216.0,1
1771.0,1
1002.0,1
1241.0,1
1746.0,1
1168.0,1
1205.0,1
916.0,1
1541.0,1
1042.0,1
1516.0,1
1641.0,1
1641.0,1
1516.0,1
751.0,1
1416.0,1
1221.0,1
1016.0,1
856.0,1
1641.0,1
1056.0,1
1316.0,1
1841.0,1
363.0,1
1641.0,1
1316.0,1
1173.0,1
676.0,1
2066.0,1
1741.0,1
1216.0,1
1316.0,1
1341.0,1
1241.0,1
1381.0,1
579.0,1
1541.0,1
1316.0,1
1132.0,1
