total reward
1326.0,1
1101.0,1
986.0,1
1606.0,1
1626.0,1
801.0,1
1166.0,1
1026.0,1
1254.0,1
681.0,1
1001.0,1
1678.0,1
1501.0,1
1321.0,1
1626.0,1
1586.0,1
1207.0,1
1101.0,1
1626.0,1
1426.0,1
1101.0,1
1081.0,1
1301.0,1
1201.0,1
1526.0,1
1366.0,1
1751.0,1
1326.0,1
1726.0,1
1426.0,1
1726.0,1
1041.0,1
1050.0,1
820.0,1
1021.0,1
809.0,1
1326.0,1
1726.0,1
1401.0,1
1101.0,1
1316.0,1
1001.0,1
1001.0,1
1526.0,1
1511.0,1
1226.0,1
559.0,1
1880.0,1
1201.0,1
1201.0,1
1201.0,1
1106.0,1
1326.0,1
549.0,1
1101.0,1
1346.0,1
1386.0,1
1726.0,1
1626.0,1
1826.0,1
1301.0,1
1144.0,1
1726.0,1
1566.0,1
1312.0,1
1626.0,1
1148.0,1
1001.0,1
1726.0,1
1626.0,1
1081.0,1
1188.0,1
1426.0,1
1186.0,1
1366.0,1
695.0,1
1301.0,1
730.0,1
1021.0,1
1166.0,1
1751.0,1
1726.0,1
1626.0,1
1266.0,1
1001.0,1
858.0,1
1439.0,1
1368.0,1
401.0,1
1426.0,1
1102.0,1
1401.0,1
1061.0,1
1216.0,1
701.0,1
1526.0,1
1201.0,1
1301.0,1
848.0,1
1301.0,1
