total reward
1200.0,1
851.0,1
496.0,1
976.0,1
1101.0,1
621.0,1
1101.0,1
496.0,1
706.0,1
851.0,1
621.0,1
851.0,1
851.0,1
1126.0,1
1101.0,1
851.0,1
279.0,1
956.0,1
851.0,1
851.0,1
506.0,1
976.0,1
726.0,1
1200.0,1
976.0,1
686.0,1
1101.0,1
851.0,1
646.0,1
851.0,1
851.0,1
851.0,1
851.0,1
851.0,1
691.0,1
593.0,1
1101.0,1
1069.0,1
776.0,1
976.0,1
851.0,1
1121.0,1
851.0,1
1101.0,1
851.0,1
851.0,1
851.0,1
1101.0,1
1200.0,1
746.0,1
851.0,1
1136.0,1
1101.0,1
851.0,1
1006.0,1
976.0,1
851.0,1
1081.0,1
621.0,1
961.0,1
1200.0,1
1131.0,1
1146.0,1
851.0,1
851.0,1
976.0,1
1200.0,1
976.0,1
976.0,1
811.0,1
1016.0,1
1200.0,1
1101.0,1
976.0,1
851.0,1
976.0,1
851.0,1
851.0,1
1101.0,1
1059.0,1
976.0,1
1101.0,1
976.0,1
976.0,1
851.0,1
647.0,1
1200.0,1
851.0,1
745.0,1
275.0,1
811.0,1
731.0,1
851.0,1
1101.0,1
851.0,1
771.0,1
316.0,1
851.0,1
726.0,1
1101.0,1
