train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
531.25,279.997209808,1000.0,100.0,0.0154783,0.1,620.0,282.134719593,1100.0,200.0
550.0,254.95097568,1000.0,200.0,0.0150932,0.1,410.0,157.797338381,700.0,200.0
631.25,279.997209808,1000.0,100.0,0.0143957,0.1,560.0,310.483493925,1200.0,200.0
562.5,375.624480033,1600.0,200.0,0.016163,0.1,580.0,248.19347292,1100.0,300.0
625.0,261.007662723,1200.0,100.0,0.0160963,0.1,400.0,296.647939484,1200.0,100.0
675.0,258.60201082,1200.0,300.0,0.0177648,0.1,660.0,228.910462845,1000.0,300.0
706.25,265.680141335,1200.0,200.0,0.0174998,0.1,230.0,184.661853126,500.0,0.0
550.0,295.803989155,1200.0,100.0,0.0178387,0.1,600.0,260.768096208,1200.0,300.0
637.5,293.417364858,1300.0,200.0,0.0182564,0.1,530.0,268.514431642,1100.0,200.0
506.25,241.010243558,1000.0,200.0,0.0170971,0.1,560.0,297.321374946,1000.0,100.0
562.5,186.664806538,900.0,300.0,0.0186357,0.1,570.0,264.764045897,1000.0,200.0
562.5,214.694550466,1000.0,300.0,0.0184974,0.1,50.0,67.082039325,200.0,0.0
562.5,295.539760438,1400.0,200.0,0.016645,0.1,300.0,189.73665961,700.0,100.0
668.75,286.615487195,1200.0,300.0,0.0157993,0.1,200.0,126.491106407,400.0,100.0
668.75,282.220547622,1100.0,200.0,0.0160053,0.1,380.0,97.9795897113,500.0,200.0
681.25,212.775556632,1100.0,200.0,0.0161554,0.1,460.0,265.329983228,1100.0,100.0
793.75,283.876623729,1200.0,200.0,0.0173115,0.1,630.0,272.213151776,1200.0,200.0
481.25,203.773004836,1000.0,200.0,0.0186131,0.1,650.0,162.788205961,900.0,400.0
612.5,220.439901107,1200.0,300.0,0.0173044,0.1,390.0,234.307490277,900.0,0.0
568.75,219.996448835,900.0,100.0,0.0177,0.1,740.0,326.190128606,1500.0,300.0
581.25,255.48666795,1200.0,300.0,0.0174286,0.1,510.0,164.012194669,800.0,300.0
575.0,258.60201082,1100.0,200.0,0.0157786,0.1,380.0,289.136645896,1000.0,0.0
543.75,190.291716845,900.0,200.0,0.0147183,0.1,380.0,188.679622641,700.0,100.0
687.5,362.068708949,1300.0,100.0,0.0145152,0.1,80.0,107.703296143,300.0,0.0
600.0,285.043856275,1100.0,200.0,0.015847,0.1,610.0,330.0,1200.0,200.0
537.5,259.50674365,1000.0,200.0,0.0147529,0.1,450.0,196.214168703,800.0,100.0
693.75,290.406503887,1600.0,300.0,0.0152278,0.1,570.0,236.854385647,900.0,100.0
637.5,271.281680178,1100.0,200.0,0.0154607,0.1,350.0,185.74175621,700.0,0.0
593.75,286.069812284,1400.0,0.0,0.0157638,0.1,190.0,113.578166916,400.0,0.0
593.75,171.277370076,1000.0,300.0,0.0158895,0.1,460.0,174.355957742,800.0,200.0
700.0,280.624304008,1200.0,200.0,0.0174784,0.1,260.0,156.204993518,600.0,100.0
675.0,207.665596573,1200.0,400.0,0.0175379,0.1,470.0,155.241746963,700.0,300.0
512.5,278.107443266,1100.0,100.0,0.0168285,0.1,580.0,227.156333832,800.0,200.0
550.0,257.390753525,1300.0,100.0,0.0172449,0.1,550.0,156.524758425,800.0,300.0
637.5,261.904085497,1100.0,100.0,0.0169504,0.1,700.0,223.60679775,1100.0,500.0
587.5,179.843682124,800.0,200.0,0.0172239,0.1,340.0,205.91260282,600.0,0.0
506.25,204.538352149,1100.0,300.0,0.017123,0.1,550.0,224.722050542,800.0,200.0
518.75,177.548408892,800.0,200.0,0.015312,0.1,540.0,313.687742827,1100.0,0.0
500.0,206.155281281,900.0,200.0,0.0151054,0.1,680.0,260.0,1200.0,300.0
662.5,199.608992783,1000.0,200.0,0.0144835,0.1,610.0,308.058436015,1100.0,100.0
668.75,211.301768805,1000.0,300.0,0.0155859,0.1,440.0,195.959179423,900.0,200.0
518.75,269.765523186,1000.0,100.0,0.0160252,0.1,750.0,168.819430161,1100.0,500.0
568.75,261.530949411,1100.0,200.0,0.0160764,0.1,270.0,155.241746963,500.0,0.0
575.0,283.94541729,1300.0,200.0,0.0159265,0.1,470.0,214.709105536,900.0,200.0
550.0,291.547594742,1500.0,300.0,0.0138539,0.1,570.0,275.862284483,1000.0,100.0
581.25,184.454432042,900.0,200.0,0.014182,0.1,520.0,218.174242293,1000.0,200.0
493.75,222.116945549,900.0,200.0,0.0143693,0.1,580.0,248.19347292,900.0,100.0
756.25,367.370300242,1400.0,300.0,0.0145083,0.1,670.0,264.764045897,1000.0,200.0
543.75,280.554696093,1000.0,100.0,0.015271,0.1,620.0,282.134719593,1000.0,100.0
612.5,327.633560552,1300.0,200.0,0.0168439,0.1,480.0,263.818119165,1000.0,0.0
656.25,396.813479484,1400.0,100.0,0.0167744,0.1,470.0,200.249843945,700.0,200.0
512.5,266.634112596,1100.0,200.0,0.0157423,0.1,180.0,146.969384567,400.0,0.0
506.25,243.589690874,1000.0,200.0,0.015602,0.1,350.0,162.788205961,500.0,100.0
625.0,384.870107959,1600.0,200.0,0.0153254,0.1,270.0,279.46377225,800.0,0.0
618.75,245.506491768,1100.0,200.0,0.01475,0.1,620.0,302.654919008,1300.0,200.0
606.25,307.141559383,1300.0,200.0,0.0159511,0.1,170.0,141.774468788,500.0,0.0
475.0,167.705098312,800.0,100.0,0.0158212,0.1,650.0,272.946881279,1200.0,300.0
562.5,208.791163606,1000.0,200.0,0.0158529,0.1,320.0,328.024389337,1000.0,0.0
450.0,339.116499156,1500.0,100.0,0.0153924,0.1,600.0,331.662479036,1000.0,100.0
575.0,268.095132369,1200.0,200.0,0.0140719,0.1,560.0,241.660919472,1000.0,200.0
668.75,246.77608778,1200.0,300.0,0.0159678,0.1,490.0,246.779253585,800.0,200.0
693.75,283.876623729,1200.0,200.0,0.0160263,0.1,380.0,203.960780544,700.0,0.0
731.25,217.136909576,1100.0,200.0,0.0167012,0.1,540.0,335.261092285,1200.0,200.0
575.0,243.66985862,1200.0,200.0,0.0174793,0.1,140.0,168.522995464,500.0,0.0
518.75,310.682213041,1300.0,100.0,0.016886,0.1,370.0,228.25424421,800.0,200.0
581.25,240.361056538,1200.0,200.0,0.0152722,0.1,480.0,263.818119165,1000.0,100.0
550.0,269.258240357,900.0,100.0,0.0158163,0.1,550.0,210.950231097,800.0,300.0
550.0,346.410161514,1500.0,100.0,0.0137533,0.1,640.0,280.0,1200.0,300.0
556.25,231.756202722,900.0,200.0,0.0135868,0.1,490.0,294.78805946,1000.0,100.0
512.5,236.841191519,1200.0,200.0,0.0122354,0.1,590.0,317.647603485,1200.0,0.0
568.75,217.136909576,1100.0,200.0,0.0124554,0.1,600.0,313.04951685,1200.0,200.0
537.5,257.087047515,1000.0,200.0,0.0131326,0.1,370.0,245.153013443,900.0,0.0
