train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
547.804878049,135.831893865,836.0,323.0,0.43206097312,1.0,376.6,148.767738438,696.0,233.0
598.825,156.226420221,1096.0,319.0,2.60103,1.0,342.2,83.8818216302,541.0,263.0
599.684210526,138.014702738,986.0,316.0,2.22302,0.91,799.8,91.6796596852,1026.0,701.0
627.974358974,173.917676838,1271.0,307.0,0.415663,0.82,660.15,154.730822721,1021.0,431.0
639.179487179,149.060282384,1101.0,316.0,0.0428346,0.730000000001,983.9,167.554737325,1346.0,701.0
682.868421053,168.674112925,1125.0,373.0,0.0104077,0.640000000001,1111.6,194.87005927,1421.0,631.0
713.162162162,157.460679521,1053.0,375.0,0.00625115,0.550000000001,918.5,168.301366602,1421.0,636.0
732.694444444,230.616181788,1436.0,325.0,0.00549171,0.460000000001,898.0,231.302831803,1321.0,596.0
806.2,217.482715241,1521.0,459.0,0.005294,0.370000000001,954.3,270.574592303,1346.0,473.0
870.264705882,289.347776582,1521.0,296.0,0.00586128,0.280000000001,1075.6,177.548415932,1321.0,596.0
874.142857143,238.514826476,1321.0,496.0,0.00631279,0.190000000001,657.25,166.484796603,1146.0,496.0
974.371428571,266.399708892,1746.0,565.0,0.00742326,0.100000000001,752.0,261.557068343,1221.0,358.0
1183.11764706,212.267140887,1516.0,625.0,0.0107937,0.1,1347.25,162.495192237,1646.0,896.0
1332.84375,182.10232518,1641.0,916.0,0.0157232,0.1,1387.25,146.046867478,1621.0,1096.0
1210.32352941,308.805070877,1826.0,516.0,0.0185721,0.1,1201.0,197.104033444,1646.0,871.0
1112.75757576,268.094061999,1846.0,739.0,0.0170447,0.1,1263.05,258.571745363,1821.0,696.0
1293.5,191.719369566,1646.0,896.0,0.0145416,0.1,1504.8,214.622598996,1931.0,1096.0
1116.48484848,224.892583277,1505.0,611.0,0.0134143,0.1,1340.25,161.009588224,1706.0,906.0
1095.20588235,239.199126918,1621.0,423.0,0.0115265,0.1,1022.25,171.6761122,1321.0,756.0
1121.45454545,228.835933143,1746.0,676.0,0.00935693,0.1,1161.1,164.009725321,1446.0,721.0
1029.32352941,251.724606826,1646.0,476.0,0.00942901,0.1,1074.45,217.092716368,1636.0,721.0
1012.66666667,268.455477564,1446.0,596.0,0.00746948,0.1,1018.6,303.67110498,1646.0,596.0
1032.0,310.61038698,1541.0,596.0,0.00618176,0.1,765.1,119.599289296,1001.0,596.0
