train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
578.195121951,107.658044801,896.0,359.0,0.0207255408562,1.0,441.5,72.7870180733,601.0,371.0
601.131578947,135.073307787,1206.0,367.0,0.033342,1.0,472.0,51.4781507049,611.0,416.0
566.097560976,122.90305616,1026.0,331.0,0.00909482,0.91,696.3,173.55405498,1021.0,411.0
587.56097561,178.849173243,1431.0,307.0,0.00669133,0.82,523.65,147.699111372,788.0,216.0
620.394736842,130.865447065,1026.0,329.0,0.00509525,0.730000000001,711.75,252.419863521,1146.0,303.0
603.333333333,132.343828299,1041.0,329.0,0.00409636,0.640000000001,742.7,226.600330979,1171.0,165.0
619.230769231,149.648727416,1111.0,313.0,0.00322936,0.550000000001,634.1,119.565421423,971.0,423.0
620.8,109.823995557,896.0,349.0,0.00289705,0.460000000001,589.35,184.987641479,1121.0,197.0
583.225,155.364971519,1196.0,316.0,0.00251193,0.370000000001,669.1,195.948947433,1221.0,196.0
587.205128205,116.825352773,971.0,333.0,0.00203049,0.280000000001,437.45,127.82076318,696.0,285.0
637.236842105,133.82853016,941.0,336.0,0.00201701,0.190000000001,472.65,168.404950937,946.0,159.0
608.2,171.429752377,996.0,236.0,0.00306255,0.100000000001,767.1,208.703114495,1190.0,437.0
785.055555556,232.831716106,1346.0,356.0,0.00515349,0.1,893.2,315.789106842,1421.0,377.0
998.529411765,269.258812221,1426.0,476.0,0.0068056,0.1,1000.25,368.003243872,1831.0,563.0
1078.20588235,315.577414704,1856.0,596.0,0.0117201,0.1,1085.0,232.93024707,1406.0,681.0
1053.93939394,251.741683308,1656.0,569.0,0.0145183,0.1,1151.0,219.163181214,1651.0,806.0
922.714285714,232.665495192,1371.0,496.0,0.0116612,0.1,1311.05,331.297973885,1831.0,717.0
911.03030303,283.263394382,1546.0,419.0,0.00991037,0.1,788.85,269.503854332,1546.0,433.0
1037.65625,318.208128567,1771.0,523.0,0.00914034,0.1,1150.55,302.4823094,1571.0,696.0
1005.84375,280.759250668,1631.0,596.0,0.00900731,0.1,1235.75,402.207890897,2171.0,596.0
1019.16666667,232.538467547,1546.0,596.0,0.0100814,0.1,1032.8,348.440324876,1776.0,526.0
993.096774194,276.340644721,1521.0,596.0,0.0109979,0.1,1161.55,306.726665779,1771.0,596.0
1179.90322581,304.758006044,1996.0,552.0,0.010804,0.1,1421.65,269.672074008,1984.0,1096.0
1124.73333333,262.467513334,1771.0,596.0,0.0123822,0.1,789.95,212.287417197,1221.0,396.0
1130.70967742,329.633637646,1866.0,487.0,0.0117669,0.1,1395.5,284.718720846,1921.0,656.0
1173.5862069,259.839541633,1946.0,821.0,0.0132999,0.1,909.25,165.731371502,1346.0,671.0
1228.82142857,272.986139571,1896.0,796.0,0.0127552,0.1,791.2,404.646462977,2071.0,441.0
1173.8,317.845287312,2396.0,596.0,0.0128616,0.1,1492.6,184.539806004,1736.0,986.0
1141.96428571,256.926821452,1704.0,715.0,0.011454,0.1,1558.0,121.412519947,1791.0,1381.0
1342.11538462,347.883084574,2141.0,796.0,0.0106835,0.1,1390.25,325.350560934,1871.0,509.0
1282.33333333,231.813941996,1866.0,796.0,0.0120157,0.1,1248.5,227.609863582,1546.0,846.0
1182.71428571,300.978268929,1851.0,661.0,0.0133335,0.1,1200.05,246.663024185,1586.0,587.0
1207.64285714,248.660010899,1766.0,821.0,0.0118852,0.1,671.95,315.428514088,1446.0,371.0
1081.13793103,338.176930241,1871.0,401.0,0.0112185,0.1,532.3,240.279857666,1396.0,376.0
1011.75,246.883376892,1661.0,393.0,0.00910035,0.1,585.0,150.70865934,896.0,371.0
1180.28571429,291.341461071,1971.0,721.0,0.0078873,0.1,1051.0,177.235718748,1446.0,821.0
1123.82758621,268.090446519,1826.0,596.0,0.00878464,0.1,1547.8,440.076766031,2121.0,696.0
1235.46428571,289.54502267,1811.0,811.0,0.0103013,0.1,1337.5,277.335987567,1741.0,921.0
1214.85714286,370.048135313,2061.0,721.0,0.011075,0.1,986.25,193.044522067,1321.0,816.0
1066.23076923,268.215227539,1746.0,801.0,0.0102057,0.1,1325.55,270.838231238,1966.0,896.0
1044.18518519,202.415238234,1487.0,711.0,0.0083643,0.1,1059.75,199.448458254,1521.0,821.0
