train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
574.219512195,112.519594433,831.0,385.0,0.698361912501,1.0,754.25,174.194682755,1021.0,221.0
592.871794872,113.465498989,946.0,413.0,0.642769,1.0,510.05,127.810592284,736.0,295.0
591.846153846,111.285850106,846.0,316.0,0.115166,0.91,591.35,87.3689160972,741.0,416.0
589.102564103,109.315538312,906.0,347.0,0.025709,0.82,647.7,101.666169398,846.0,496.0
594.923076923,147.747078519,1121.0,311.0,0.0127805,0.730000000001,560.7,98.113250889,761.0,435.0
619.842105263,152.694832628,1021.0,311.0,0.00918276,0.640000000001,707.0,186.435511639,1146.0,296.0
683.083333333,165.998556721,1221.0,363.0,0.00827106,0.550000000001,692.95,195.943225195,1246.0,496.0
621.973684211,137.760755019,941.0,419.0,0.00712091,0.460000000001,692.65,110.701072714,971.0,396.0
690.027777778,191.572656091,1155.0,496.0,0.00588096,0.370000000001,549.95,138.542944606,796.0,303.0
676.275,196.734464126,1221.0,216.0,0.00659521,0.280000000001,560.75,190.908322239,921.0,221.0
794.810810811,206.344220128,1221.0,325.0,0.00967293,0.190000000001,778.9,262.318680235,1221.0,421.0
754.512820513,194.16538969,1321.0,371.0,0.0125221,0.100000000001,1104.0,228.780243902,1621.0,796.0
779.641025641,239.83193765,1321.0,349.0,0.0135221,0.1,659.75,124.618166814,1096.0,496.0
662.11627907,208.235132003,1146.0,319.0,0.0145273,0.1,702.8,147.501728803,1021.0,436.0
762.128205128,199.146664094,1346.0,396.0,0.0157677,0.1,891.45,244.325904275,1326.0,356.0
788.945945946,205.623632298,1286.0,476.0,0.0154447,0.1,833.2,203.554808344,1121.0,476.0
727.461538462,190.206884148,1321.0,436.0,0.0117417,0.1,1031.55,288.165139286,1546.0,459.0
689.512820513,185.07959089,1146.0,345.0,0.00869731,0.1,512.3,124.897197727,661.0,156.0
668.230769231,192.405482829,1121.0,356.0,0.00907047,0.1,967.1,249.220564962,1521.0,671.0
756.58974359,207.509618924,1126.0,327.0,0.0111313,0.1,788.85,214.234281804,1246.0,396.0
817.297297297,199.438382392,1371.0,496.0,0.0126013,0.1,723.7,173.186344727,1121.0,396.0
691.2,191.153760099,1171.0,357.0,0.0126099,0.1,804.5,261.971467912,1421.0,235.0
724.184210526,224.826465859,1546.0,319.0,0.0104559,0.1,629.75,85.1597763031,846.0,436.0
699.157894737,135.222336662,921.0,281.0,0.00934369,0.1,680.25,131.132328203,1071.0,456.0
783.111111111,236.043519737,1546.0,516.0,0.0101214,0.1,773.0,177.167999368,1221.0,496.0
787.944444444,173.178126737,1226.0,536.0,0.0108359,0.1,763.0,170.780560955,1221.0,536.0
734.216216216,137.696520032,1121.0,496.0,0.00986324,0.1,786.75,193.295596173,1221.0,596.0
719.864864865,171.183821249,1146.0,411.0,0.00937431,0.1,666.55,181.365508022,966.0,356.0
699.055555556,157.144474298,1146.0,336.0,0.00956811,0.1,669.55,210.575277514,1121.0,337.0
734.125,129.685617456,1146.0,496.0,0.00825479,0.1,704.25,100.278050938,846.0,536.0
732.029411765,191.398796065,1246.0,276.0,0.00652575,0.1,780.5,180.526313871,1121.0,596.0
675.771428571,96.7857975751,946.0,496.0,0.00515858,0.1,690.0,106.402537564,946.0,476.0
704.757575758,157.251011521,1146.0,396.0,0.00536869,0.1,810.45,247.965214294,1246.0,276.0
700.411764706,154.590372892,1146.0,436.0,0.00588297,0.1,795.6,181.153360444,1146.0,396.0
746.571428571,216.307094622,1246.0,396.0,0.00627423,0.1,868.65,190.115037543,1346.0,596.0
846.709677419,212.087503784,1269.0,316.0,0.00734397,0.1,795.75,225.446640028,1446.0,596.0
808.96875,205.079479162,1411.0,496.0,0.00964075,0.1,768.75,202.314575599,1246.0,426.0
733.857142857,209.813950627,1506.0,415.0,0.00971592,0.1,668.5,186.838834293,1146.0,496.0
666.461538462,189.590901836,1106.0,171.0,0.00741837,0.1,651.8,208.673572836,1021.0,376.0
597.790697674,212.92312819,1246.0,203.0,0.00747715,0.1,716.75,165.923740013,1246.0,471.0
740.617647059,188.179672389,1136.0,296.0,0.00814818,0.1,716.0,137.976447265,1146.0,596.0
723.5,219.76786996,1321.0,356.0,0.00912201,0.1,661.7,186.498820372,1196.0,396.0
760.085714286,219.605018343,1346.0,396.0,0.00943954,0.1,495.45,180.415485754,721.0,196.0
694.972222222,206.123679985,1146.0,176.0,0.00911859,0.1,841.1,247.461491954,1246.0,436.0
755.257142857,195.253438654,1146.0,403.0,0.00887719,0.1,855.5,232.829873513,1326.0,596.0
820.363636364,200.757779302,1246.0,496.0,0.00946912,0.1,883.5,238.156986041,1546.0,596.0
816.393939394,180.308983859,1246.0,596.0,0.00943636,0.1,765.0,159.949992185,1021.0,596.0
685.138888889,197.667671832,1221.0,225.0,0.0089514,0.1,808.0,223.74315632,1346.0,596.0
817.666666667,218.304161826,1346.0,416.0,0.00855524,0.1,749.7,133.373947981,1021.0,556.0
