train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
579.317073171,118.691532775,896.0,337.0,2.73625863984,1.0,543.6,77.7086867731,696.0,425.0
554.658536585,117.628934916,821.0,296.0,5.57363,1.0,638.3,114.090358927,821.0,485.0
589.666666667,139.400977323,836.0,329.0,0.936465,0.91,824.3,174.397276355,1246.0,529.0
643.27027027,117.455603723,996.0,487.0,0.137305,0.82,923.2,90.9255739602,1096.0,756.0
631.256410256,191.842713079,1176.0,293.0,0.028212,0.730000000001,625.8,85.3097884184,921.0,492.0
654.421052632,162.197513054,1146.0,325.0,0.0159568,0.640000000001,677.75,86.9953303344,786.0,561.0
668.333333333,154.906313015,1121.0,397.0,0.0106614,0.550000000001,680.95,168.850666271,1121.0,416.0
622.846153846,104.498690572,846.0,441.0,0.00890723,0.460000000001,498.3,174.346522764,796.0,201.0
611.175,123.757603302,966.0,336.0,0.00656761,0.370000000001,415.8,175.996193141,819.0,205.0
631.15,160.350327408,1035.0,351.0,0.00513066,0.280000000001,458.45,167.665880548,821.0,203.0
641.825,155.636417252,1021.0,187.0,0.00423652,0.190000000001,616.85,230.907400271,1001.0,237.0
638.977272727,224.61689492,1096.0,195.0,0.00539437,0.100000000001,546.0,166.56079971,921.0,237.0
700.512820513,149.241135423,1021.0,396.0,0.0075486,0.1,799.6,192.297529885,1221.0,525.0
680.9,163.58190609,1021.0,316.0,0.00619519,0.1,518.65,182.458563789,896.0,191.0
785.378378378,207.543072879,1371.0,516.0,0.00836576,0.1,649.7,99.5957328403,921.0,539.0
742.972972973,183.122686165,1121.0,371.0,0.0120282,0.1,881.7,184.461134118,1196.0,496.0
722.973684211,207.869960216,1346.0,496.0,0.0101624,0.1,704.25,157.470910012,996.0,396.0
792.138888889,233.791948438,1346.0,427.0,0.00827492,0.1,982.45,268.175404353,1456.0,511.0
853.888888889,170.895968644,1221.0,596.0,0.00802956,0.1,824.6,209.731351972,1246.0,551.0
862.459459459,246.603039655,1346.0,396.0,0.00837241,0.1,1164.75,216.730679646,1546.0,796.0
915.324324324,239.003568226,1546.0,591.0,0.0104748,0.1,646.15,180.674368686,1246.0,407.0
916.485714286,203.309527769,1346.0,556.0,0.0114826,0.1,747.65,211.28234072,1149.0,396.0
745.27027027,158.044408513,1221.0,496.0,0.0116977,0.1,851.55,163.326811945,1221.0,596.0
818.486486486,221.543189813,1546.0,416.0,0.0102113,0.1,1041.15,292.968475267,1746.0,585.0
829.2,206.148462452,1346.0,496.0,0.0100409,0.1,963.75,249.967372871,1571.0,436.0
757.918918919,197.192919447,1246.0,296.0,0.00951425,0.1,680.3,199.000025126,1126.0,476.0
763.538461538,195.882728673,1301.0,416.0,0.00804717,0.1,984.1,269.563332076,1546.0,356.0
980.457142857,242.458991273,1646.0,596.0,0.00847637,0.1,847.35,168.773894605,1196.0,548.0
980.5,207.01885314,1421.0,596.0,0.010007,0.1,805.9,213.330002578,1221.0,396.0
