loss,accuracy
1.60711975662,0.48046462551
1.46767702966,0.517423442827
1.44867494743,0.522703273747
1.40762984551,0.550158394868
1.3904448713,0.543822597488
1.36311381382,0.558606124982
1.3211278602,0.581837381581
1.29179610949,0.598732840769
1.23311565141,0.611404435278
1.18220233565,0.628299894624
1.12952601796,0.625131995273
1.06808340046,0.651531151223
1.01464857647,0.657866947754
0.966272710432,0.664202745323
0.929771611217,0.694825765638
0.854150288775,0.718057022427
0.854995753219,0.723336853347
0.813370691622,0.734952481206
0.781566659777,0.744456177088
0.763854767415,0.731784582579
0.775820447563,0.73706441375
0.740223820131,0.742344245425
0.73495647349,0.757127772037
0.727663561371,0.747624076281
0.720683651904,0.74234424511
0.719613229272,0.761351636748
0.709550297122,0.74868004249
0.717453149329,0.756071805954
0.707547649851,0.759239704141
0.703163346557,0.759239704581
0.698740423984,0.762407603083
0.699235140774,0.755015839934
0.702545346403,0.758183737617
0.701103409026,0.753959873536
0.703750372814,0.753959873095
0.694353611064,0.760295670979
0.689363610782,0.76029567035
0.700467622897,0.749736008699
0.687340952842,0.761351636244
0.692765855361,0.771911299405
0.69529530214,0.744456177528
0.687726981379,0.757127771722
0.688306788551,0.749736008574
0.686806762546,0.752903907641
0.684261859785,0.76663146729
0.694060009976,0.769799366231
0.68742955587,0.761351636685
0.678212648806,0.749736008888
0.686504141016,0.761351636433
0.682313096183,0.749736008574
0.680587469273,0.746568109632
0.682783839569,0.763463569292
0.678381517042,0.761351636559
0.681007736651,0.767687433499
0.678111013729,0.750791974783
0.680307997255,0.759239704267
0.682563994351,0.763463569418
0.673151394759,0.76029567079
0.674947675141,0.750791974909
0.675854785767,0.760295670979
0.681230348292,0.761351636244
0.677919412836,0.744456177528
0.673066190423,0.763463569732
0.677922318893,0.764519535627
0.679423961871,0.753959873851
0.670976137851,0.752903906886
0.67592705492,0.747624075967
0.674713536137,0.76557550108
0.674957694385,0.765575501804
0.671136584239,0.76557550108
0.673886719765,0.762407602453
0.672940507138,0.750791975097
0.672990417531,0.759239704896
0.674674452232,0.757127771722
0.677163441682,0.763463568662
0.671631296623,0.784582893347
0.671326331126,0.757127771722
0.671663788015,0.763463569386
0.66961665472,0.753959873851
0.671406223568,0.762407603083
0.673186342986,0.766631467919
0.671901637045,0.762407603208
0.669375154071,0.767687434569
0.670008704428,0.760295670476
0.667803321368,0.756071805639
0.669699277394,0.761351636999
0.671555902475,0.756071805513
0.670562239861,0.77613516336
0.669054905175,0.764519534871
0.669437160934,0.77613516336
0.669996650506,0.75501584006
0.667882190272,0.766631468359
0.668906411878,0.765575501395
0.668642752588,0.765575501584
0.668620763636,0.774023231823
0.668649055009,0.750791974909
0.667774157136,0.765575501395
0.66712308251,0.768743400431
0.669725057253,0.770855332881
0.668733954241,0.760295670664
0.666531983248,0.753959873851
0.667289603285,0.774023231068
0.66710383128,0.76029567035
0.667918651824,0.761351636244
0.666320461028,0.75923970477
0.665789587822,0.775079197906
0.666924037897,0.755015839304
0.665013378374,0.756071805513
0.666159667208,0.767687433687
0.666697926229,0.753959873851
0.666325904059,0.759239704141
0.665094426844,0.764519535186
0.665263680307,0.757127771722
0.666790947743,0.756071805954
0.665120069303,0.763463569103
0.666242751394,0.763463569292
0.667496342027,0.766631467919
0.665535639055,0.762407602642
0.664870775615,0.761351636559
0.664080228102,0.767687434128
0.66416672297,0.762407602642
0.665886732568,0.760295670224
0.665992611565,0.756071805954
0.66367744833,0.75923970477
0.664575540654,0.752903906886
0.664022321434,0.762407603334
0.664634531063,0.768743400148
0.66504080828,0.769799365917
0.664994789152,0.763463568977
0.663429445802,0.76029567079
0.663893449269,0.775079197717
0.665310994499,0.762407603334
0.665757532482,0.767687433813
0.6629970778,0.766631467604
0.664054680462,0.766631468359
0.662740857951,0.764519535186
0.663907026477,0.759239704015
0.663796006909,0.761351636433
0.663956198295,0.755015839304
0.663992822485,0.763463568662
0.664479027139,0.770855333196
0.66337125285,0.762407603083
0.662551972531,0.766631468045
0.662899218492,0.766631467604
0.663484623024,0.74868004249
0.663274519673,0.777191130136
0.662972315249,0.767687433813
0.66263775463,0.771911298964
0.66304197684,0.778247096659
0.663030421532,0.758183738372
0.662922680567,0.763463569292
0.662800617618,0.752903907012
0.66450443439,0.751847940362
0.663068023126,0.763463569292
0.661879541724,0.748680042365
0.662637613014,0.763463569418
0.662393275762,0.755015839304
