train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
409.0,64.218377432,691.0,371.0,0.604910540104,1.0,401.4,34.278856457,467.0,371.0
401.040816327,51.8844710297,595.0,371.0,1.38774,1.0,404.6,43.495287101,531.0,371.0
414.333333333,59.68435492,595.0,371.0,0.491176,0.91,393.4,40.6034481294,531.0,371.0
425.956521739,63.5332697924,595.0,371.0,0.102145,0.82,420.6,62.768144787,531.0,371.0
430.826086957,81.6139652233,755.0,371.0,0.057656,0.730000000001,406.2,54.4,595.0,371.0
424.106382979,68.6883910544,595.0,371.0,0.0475389,0.640000000001,438.2,74.9783968887,595.0,371.0
448.090909091,110.497597296,819.0,371.0,0.0374261,0.550000000001,403.0,57.243340224,531.0,371.0
469.285714286,128.834017564,915.0,371.0,0.0327351,0.460000000001,471.8,120.70194696,883.0,371.0
430.130434783,79.5024223573,755.0,371.0,0.0271711,0.370000000001,569.4,227.762683511,1267.0,371.0
479.487804878,137.751122691,1075.0,371.0,0.0239587,0.280000000001,427.0,70.7446111022,659.0,371.0
469.285714286,126.735248172,915.0,371.0,0.0229455,0.190000000001,447.8,102.898785221,755.0,371.0
451.0,95.3920141502,755.0,371.0,0.0207464,0.100000000001,859.05,433.607250285,2100.0,435.0
537.918918919,207.801669787,1331.0,371.0,0.0190602,0.1,481.4,145.053921009,787.0,371.0
741.0,477.624706229,2100.0,371.0,0.0195656,0.1,1137.55,612.88926202,2100.0,435.0
825.708333333,525.91289513,2100.0,371.0,0.0268476,0.1,1132.8,615.729940802,2100.0,371.0
806.52173913,440.07922899,2100.0,371.0,0.0265205,0.1,1129.7,677.824911021,2100.0,371.0
952.157894737,541.02011473,2100.0,435.0,0.0314963,0.1,767.8,343.519664648,1651.0,435.0
788.36,487.160743903,2100.0,371.0,0.0381764,0.1,1073.6,638.677258089,2100.0,371.0
686.259259259,309.848301305,1363.0,371.0,0.0331847,0.1,747.0,278.579252637,1459.0,371.0
1189.3125,678.955790051,2100.0,371.0,0.0306313,0.1,1489.75,599.147717596,2100.0,371.0
1303.4,608.103478036,2100.0,435.0,0.0327634,0.1,1565.15,627.219839849,2100.0,435.0
1125.1875,610.816995788,2100.0,371.0,0.028171,0.1,1427.25,536.731019692,2100.0,435.0
1374.71428571,709.117905628,2100.0,435.0,0.045116,0.1,1369.75,669.755468436,2100.0,371.0
