train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
415.0,57.1780843797,595.0,371.0,2.30765253361,1.0,414.2,44.4270188061,531.0,371.0
398.52,45.7096226193,531.0,371.0,7.92279,1.0,419.0,71.1955054761,595.0,371.0
413.666666667,71.6534871602,659.0,371.0,4.26033,0.91,398.2,39.5494627018,531.0,371.0
415.666666667,63.9131354957,595.0,371.0,0.490305,0.82,454.2,79.9359743795,627.0,371.0
439.266666667,79.1348778282,659.0,371.0,0.142915,0.730000000001,412.6,48.6357892914,531.0,371.0
428.043478261,85.9461298726,851.0,371.0,0.0878337,0.640000000001,415.8,62.7069374152,563.0,371.0
424.106382979,67.0836994002,691.0,371.0,0.0523908,0.550000000001,585.4,183.575161719,947.0,371.0
409.666666667,61.9533874959,595.0,371.0,0.0379208,0.460000000001,441.4,88.5654560198,659.0,371.0
445.181818182,86.5057204433,755.0,371.0,0.0297465,0.370000000001,494.2,105.781661927,755.0,371.0
437.133333333,85.9709511663,723.0,371.0,0.0249406,0.280000000001,399.8,41.6,531.0,371.0
413.666666667,59.2696287224,595.0,371.0,0.0200252,0.190000000001,452.6,71.1775245425,595.0,371.0
430.826086957,72.3612027767,691.0,371.0,0.0167186,0.100000000001,446.2,96.6776085761,755.0,371.0
441.545454545,84.8231996957,755.0,371.0,0.0146539,0.1,431.8,56.25086666,531.0,371.0
420.70212766,81.8665013179,691.0,371.0,0.0142746,0.1,419.0,67.5040739511,531.0,371.0
428.739130435,79.4049704891,691.0,371.0,0.0138203,0.1,409.4,42.4527973165,499.0,371.0
405.612244898,42.3131264076,531.0,371.0,0.0126548,0.1,427.0,95.3981131889,755.0,371.0
435.711111111,86.78469456,851.0,371.0,0.0124587,0.1,435.0,65.5804849021,595.0,371.0
427.347826087,77.2925603572,755.0,371.0,0.0137635,0.1,411.0,52.4595081944,595.0,371.0
407.0,51.6913919333,595.0,371.0,0.013462,0.1,430.2,68.0893530591,595.0,371.0
447.363636364,88.7481346562,755.0,371.0,0.0126349,0.1,486.2,171.252328451,1011.0,371.0
445.909090909,115.76893487,1075.0,371.0,0.0134241,0.1,465.4,85.5513880659,659.0,371.0
462.534883721,153.168602775,1075.0,371.0,0.0151268,0.1,465.4,213.100539652,1331.0,371.0
531.0,217.671212513,1491.0,371.0,0.0155996,0.1,463.8,116.217726703,755.0,371.0
541.666666667,238.633144759,1331.0,371.0,0.0185216,0.1,449.4,62.768144787,531.0,371.0
656.9,389.940025303,2100.0,371.0,0.0198687,0.1,590.2,246.685548827,1267.0,371.0
615.0,219.052505121,1203.0,371.0,0.0233897,0.1,667.0,415.738379272,1747.0,371.0
563.0,209.907734833,1235.0,371.0,0.025039,0.1,625.4,225.928838354,1235.0,371.0
523.421052632,152.132323217,1171.0,371.0,0.0204188,0.1,491.0,193.030567528,1107.0,371.0
531.864864865,161.375533522,1011.0,371.0,0.0193138,0.1,603.0,292.038353646,1619.0,371.0
510.487179487,144.475509733,979.0,371.0,0.0185028,0.1,481.4,122.470567893,851.0,371.0
518.368421053,204.970912064,1491.0,371.0,0.0193895,0.1,419.0,55.885597429,531.0,371.0
445.181818182,130.658345718,1011.0,371.0,0.0182348,0.1,569.4,219.053965954,1203.0,371.0
461.046511628,142.650973226,915.0,371.0,0.0159617,0.1,435.0,100.175845392,819.0,371.0
433.577777778,82.3354895504,755.0,371.0,0.0141471,0.1,444.6,88.2759310345,659.0,371.0
482.609756098,139.774884874,915.0,371.0,0.016,0.1,470.2,114.44195035,755.0,371.0
472.333333333,91.5586376427,755.0,371.0,0.0171823,0.1,500.6,128.189859193,915.0,371.0
509.666666667,136.792062548,851.0,371.0,0.0188075,0.1,540.6,114.977563029,723.0,371.0
531.0,189.095142648,1299.0,371.0,0.0179246,0.1,559.8,189.016824648,1043.0,371.0
520.894736842,190.039855858,1075.0,371.0,0.0199722,0.1,657.4,333.85601687,1491.0,371.0
553.857142857,170.973873168,1075.0,371.0,0.0193993,0.1,715.05,425.398692405,2100.0,371.0
523.421052632,150.529701839,915.0,371.0,0.0186958,0.1,443.0,84.5884152825,691.0,371.0
610.0,204.115163572,1075.0,371.0,0.0191129,0.1,417.4,65.9502843057,595.0,371.0
488.052631579,94.093723536,755.0,371.0,0.0187411,0.1,793.4,447.267973367,2067.0,371.0
766.115384615,409.919534967,2100.0,371.0,0.0239451,0.1,1078.35,632.021619488,2100.0,371.0
608.0,317.979559091,2035.0,371.0,0.0287543,0.1,747.05,412.687832992,2100.0,371.0
596.96969697,316.529713752,2100.0,371.0,0.0219976,0.1,1031.9,562.268343409,2100.0,531.0
696.75,398.894331246,2100.0,371.0,0.0223433,0.1,791.85,438.942966113,2100.0,371.0
757.5,451.69758859,2100.0,371.0,0.022182,0.1,727.8,386.958602437,1971.0,371.0
793.75,575.298056808,2100.0,371.0,0.022772,0.1,812.65,497.376846566,2100.0,371.0
584.647058824,229.278392604,1395.0,371.0,0.024361,0.1,529.4,116.470768865,755.0,371.0
704.714285714,378.767065353,1971.0,371.0,0.0225843,0.1,711.85,384.217292037,2100.0,371.0
670.068965517,377.851633995,2100.0,371.0,0.023996,0.1,625.4,319.595744653,1747.0,371.0
918.095238095,535.740867065,2100.0,371.0,0.0271091,0.1,1107.25,617.180838572,2100.0,371.0
1768.09090909,597.087088904,2100.0,467.0,0.0326832,0.1,1550.65,669.10621541,2100.0,435.0
1399.85714286,541.519140559,2100.0,595.0,0.0368855,0.1,1358.5,587.321419667,2100.0,403.0
1632.91666667,586.664222296,2100.0,531.0,0.032674,0.1,1056.0,661.361625739,2100.0,371.0
995.1,609.904984403,2100.0,371.0,0.0312646,0.1,862.35,602.322942864,2100.0,371.0
867.090909091,492.648584794,2100.0,371.0,0.0293124,0.1,1441.9,705.445738523,2100.0,499.0
1504.83333333,637.721835042,2100.0,563.0,0.0315751,0.1,1625.95,610.411211807,2100.0,371.0
1305.86666667,753.066076487,2100.0,371.0,0.0459411,0.1,1380.95,669.892937341,2100.0,371.0
1639.81818182,648.16872357,2100.0,435.0,0.0425159,0.1,1686.75,547.596281488,2100.0,563.0
1508.69230769,583.34847543,2100.0,595.0,0.0417616,0.1,1987.9,364.922032769,2100.0,531.0
1788.36363636,503.607580405,2100.0,755.0,0.0462099,0.1,1445.0,650.756790207,2100.0,435.0
1859.7,377.245026475,2100.0,1075.0,0.0364747,0.1,1449.85,702.530232446,2100.0,371.0
1209.3125,685.816640833,2100.0,371.0,0.0387943,0.1,1871.0,488.128671561,2100.0,371.0
1539.5,640.37092116,2100.0,435.0,0.0369667,0.1,1481.85,672.345095542,2100.0,371.0
1496.46153846,678.238625512,2100.0,371.0,0.0432526,0.1,1417.7,637.924298017,2100.0,371.0
1506.23076923,674.759803856,2100.0,435.0,0.043916,0.1,1907.8,428.728538821,2100.0,755.0
1404.57142857,712.417385114,2100.0,371.0,0.0394931,0.1,1502.7,698.898283014,2100.0,435.0
1107.16666667,591.582552706,2100.0,371.0,0.0404473,0.1,939.05,527.175917033,2100.0,435.0
1533.38461538,675.245657687,2100.0,371.0,0.0393187,0.1,1364.95,655.218854659,2100.0,371.0
1587.5,635.853429128,2100.0,467.0,0.0427088,0.1,2058.35,181.548140998,2100.0,1267.0
1582.25,642.577637981,2100.0,371.0,0.0452098,0.1,1341.05,740.699296273,2100.0,371.0
1712.72727273,571.6361034,2100.0,563.0,0.047436,0.1,1939.9,480.72621106,2100.0,435.0
1528.38461538,636.197180182,2100.0,467.0,0.0422591,0.1,1642.0,628.819528959,2100.0,435.0
1361.0,599.928329053,2100.0,435.0,0.0431198,0.1,1445.05,650.019882388,2100.0,467.0
1834.2,552.428963759,2100.0,435.0,0.0425624,0.1,1842.15,482.897947293,2100.0,659.0
1349.71428571,742.146638241,2100.0,371.0,0.0474577,0.1,1488.15,627.810343575,2100.0,371.0
1273.73333333,681.355361679,2100.0,371.0,0.0521587,0.1,1155.25,672.769936531,2100.0,435.0
1512.75,619.291547523,2100.0,371.0,0.0436926,0.1,1056.05,703.599564738,2100.0,371.0
1882.0,335.64207126,2100.0,1075.0,0.0483495,0.1,1707.65,614.021031806,2100.0,435.0
1167.47058824,614.996137496,2100.0,531.0,0.0471072,0.1,724.65,420.993738077,2100.0,371.0
1503.76923077,723.863050567,2100.0,435.0,0.0397232,0.1,1007.95,605.053755876,2100.0,371.0
1427.42857143,713.693182806,2100.0,371.0,0.038469,0.1,1448.25,656.507187699,2100.0,371.0
1030.77777778,628.094964118,2100.0,371.0,0.0420552,0.1,1438.7,693.649774742,2100.0,403.0
1660.27272727,601.87012959,2100.0,435.0,0.0436569,0.1,1449.75,620.135136482,2100.0,371.0
1579.5,676.577847209,2100.0,371.0,0.0508892,0.1,980.7,514.360583638,2100.0,371.0
1141.25,662.814595117,2100.0,371.0,0.0445391,0.1,1427.3,581.127361256,2100.0,499.0
1241.73333333,689.240593375,2100.0,403.0,0.0418755,0.1,1139.15,627.299073409,2100.0,435.0
1297.2,653.65538321,2100.0,371.0,0.068893,0.1,1931.7,402.764707987,2100.0,531.0
