train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
422.063829787,67.8532221456,595.0,371.0,3.45948850273,1.0,428.6,88.5654560198,691.0,371.0
427.347826087,64.0642399713,595.0,371.0,11.9432,1.0,387.0,27.7128129211,435.0,371.0
408.333333333,43.4920171475,563.0,371.0,7.60693,0.91,406.2,50.4951482818,563.0,371.0
415.936170213,67.5313652125,659.0,371.0,1.22816,0.82,407.8,39.5494627018,499.0,371.0
421.382978723,67.8805437582,595.0,371.0,0.148942,0.730000000001,409.4,45.9286403021,531.0,371.0
409.666666667,59.1344982974,595.0,371.0,0.0854193,0.640000000001,406.2,45.1415551349,531.0,371.0
410.333333333,50.6973591247,595.0,371.0,0.0519043,0.550000000001,401.4,44.6569143582,531.0,371.0
403.653061224,64.4846290878,755.0,371.0,0.0371916,0.460000000001,447.8,108.705841609,851.0,371.0
442.822222222,94.9646223926,755.0,371.0,0.026693,0.370000000001,486.2,126.551807573,787.0,371.0
432.217391304,98.0252658299,787.0,371.0,0.0234817,0.280000000001,425.4,85.9246181254,755.0,371.0
437.133333333,72.7838809994,595.0,371.0,0.0208118,0.190000000001,436.6,89.6428468981,659.0,371.0
451.0,74.8914365781,691.0,371.0,0.0185314,0.100000000001,420.6,58.5477582833,595.0,371.0
439.266666667,88.3725447561,691.0,371.0,0.017107,0.1,430.2,93.4460272029,787.0,371.0
443.0,108.3294638,915.0,371.0,0.0159423,0.1,438.2,187.111089997,1235.0,371.0
445.181818182,99.5168493562,755.0,371.0,0.0149845,0.1,438.2,77.6618310369,595.0,371.0
470.047619048,116.389525053,755.0,371.0,0.0138033,0.1,468.6,120.362120287,755.0,371.0
504.052631579,179.60350298,1139.0,371.0,0.0150727,0.1,710.2,409.724980932,2035.0,371.0
436.422222222,90.498493269,787.0,371.0,0.0179107,0.1,436.6,82.5047877399,595.0,371.0
421.782608696,102.846004138,979.0,371.0,0.0160189,0.1,420.6,80.621585199,691.0,371.0
439.977777778,89.9941946001,691.0,371.0,0.0136963,0.1,465.4,99.3933599392,755.0,371.0
458.813953488,120.34664193,883.0,371.0,0.0138038,0.1,433.4,113.351841626,851.0,371.0
462.534883721,123.180213761,851.0,371.0,0.0139608,0.1,467.0,102.199804305,755.0,371.0
410.333333333,65.3979272522,595.0,371.0,0.0132014,0.1,451.0,84.9658755031,659.0,371.0
439.266666667,114.208075216,883.0,371.0,0.0130342,0.1,391.8,29.1094486379,435.0,371.0
477.926829268,130.053720653,851.0,371.0,0.0129168,0.1,473.4,159.551371038,915.0,371.0
527.540540541,169.292740956,915.0,371.0,0.0149695,0.1,524.6,187.028981711,1075.0,371.0
451.727272727,111.9976387,819.0,371.0,0.0163176,0.1,451.0,97.8488630491,755.0,371.0
617.0,287.715136898,1843.0,371.0,0.0150929,0.1,735.85,514.566737654,2100.0,371.0
635.290322581,324.143257213,2100.0,371.0,0.0178623,0.1,743.85,409.499850427,2100.0,371.0
644.066666667,268.461162099,1459.0,371.0,0.020214,0.1,755.0,388.770369241,1779.0,371.0
859.391304348,441.233718914,2100.0,371.0,0.0212095,0.1,660.6,245.270136788,1299.0,371.0
1395.5,726.680294215,2100.0,371.0,0.0250574,0.1,1614.75,646.723501583,2100.0,371.0
958.947368421,591.834033785,2100.0,371.0,0.0288077,0.1,1798.95,577.935245075,2100.0,435.0
1247.375,705.803963134,2100.0,371.0,0.0374015,0.1,1413.05,713.069595131,2100.0,371.0
785.75,440.222505293,2100.0,403.0,0.0420162,0.1,795.05,423.096262687,2100.0,371.0
762.72,416.991848362,2100.0,371.0,0.0298098,0.1,867.0,481.863051084,2035.0,403.0
804.375,470.414871195,2100.0,371.0,0.0263126,0.1,1499.5,675.096622714,2100.0,403.0
1038.10526316,597.797879479,2100.0,371.0,0.0249114,0.1,987.15,574.58796324,2100.0,371.0
742.692307692,307.839964571,1459.0,371.0,0.0242212,0.1,929.45,506.53257299,2100.0,371.0
859.818181818,512.599935832,2100.0,371.0,0.0254193,0.1,1201.65,628.362974323,2100.0,371.0
1481.61538462,666.173289821,2100.0,499.0,0.0302399,0.1,1192.05,600.092282487,2100.0,371.0
1043.11111111,517.97220956,2100.0,499.0,0.0319639,0.1,801.4,345.462935783,1651.0,435.0
901.909090909,516.224308988,2067.0,371.0,0.0309895,0.1,579.0,185.075119884,979.0,371.0
1217.3125,707.380707147,2100.0,371.0,0.0302962,0.1,1193.55,614.179491273,2100.0,371.0
1139.29411765,643.724618205,2100.0,371.0,0.0327156,0.1,1321.85,723.436194491,2100.0,435.0
1415.92857143,610.993624503,2100.0,435.0,0.0323828,0.1,1437.1,745.096564212,2100.0,403.0
1640.0,640.205932778,2100.0,595.0,0.0340034,0.1,1220.9,695.926353862,2100.0,435.0
1531.33333333,556.00019984,2100.0,595.0,0.0358536,0.1,1171.15,605.61384355,2100.0,371.0
953.5,629.256903021,2100.0,371.0,0.0396709,0.1,1193.6,594.945241178,2100.0,435.0
1386.28571429,649.485007918,2100.0,531.0,0.0359262,0.1,1179.3,646.864599433,2100.0,371.0
1469.38461538,701.836551042,2100.0,435.0,0.0332475,0.1,1488.2,570.343545593,2100.0,595.0
1258.73333333,634.94015116,2100.0,371.0,0.0364044,0.1,1308.9,643.011578434,2100.0,435.0
1600.83333333,642.977297854,2100.0,435.0,0.038566,0.1,1443.5,723.787986913,2100.0,371.0
1044.89473684,650.821658386,2100.0,371.0,0.0383576,0.1,1811.7,524.247470189,2100.0,467.0
1388.0,660.547558411,2100.0,435.0,0.0360214,0.1,1886.95,482.7010954,2100.0,435.0
1320.0,773.615260597,2100.0,371.0,0.0515683,0.1,1626.0,639.77214694,2100.0,499.0
789.75,482.701274945,2100.0,371.0,0.0533871,0.1,1022.35,652.08046091,2100.0,371.0
1023.61111111,584.946924362,2100.0,435.0,0.0370804,0.1,1278.55,653.997972092,2100.0,371.0
997.578947368,543.394527198,2100.0,371.0,0.0347472,0.1,879.9,566.25373288,2100.0,371.0
795.083333333,449.122191676,2100.0,371.0,0.0336654,0.1,1523.45,633.006988508,2100.0,499.0
1299.4,677.986214216,2100.0,435.0,0.035687,0.1,1123.1,628.733401371,2100.0,371.0
992.0,604.768385417,2100.0,371.0,0.0331609,0.1,681.45,445.878960594,2100.0,371.0
779.4,446.246478978,2100.0,371.0,0.0294165,0.1,1153.6,617.041846231,2100.0,371.0
963.1,546.789987107,2100.0,371.0,0.0287219,0.1,750.25,426.404370873,2100.0,371.0
852.545454545,533.713468179,2100.0,371.0,0.0323039,0.1,1135.9,643.254296527,2100.0,371.0
785.75,498.663401003,2100.0,371.0,0.0327877,0.1,639.85,414.745858931,2100.0,371.0
948.666666667,593.170362851,2100.0,371.0,0.0349794,0.1,1016.0,605.764970925,2100.0,371.0
1026.26315789,587.622134414,2100.0,435.0,0.0358693,0.1,1043.25,668.344961453,2100.0,371.0
1595.58333333,708.0576081,2100.0,371.0,0.0351401,0.1,926.2,498.653547064,2035.0,371.0
1301.53333333,755.104484308,2100.0,371.0,0.0364284,0.1,1203.2,661.208711376,2100.0,371.0
1424.92307692,693.375074605,2100.0,435.0,0.035199,0.1,1454.6,648.922984645,2100.0,371.0
820.458333333,582.498639424,2100.0,371.0,0.0408488,0.1,670.25,435.796153609,2100.0,371.0
1646.33333333,651.938817852,2100.0,467.0,0.038538,0.1,1235.3,689.454429241,2100.0,371.0
1079.0,691.819255552,2100.0,371.0,0.036734,0.1,614.2,273.295737252,1395.0,371.0
1243.375,708.577613515,2100.0,467.0,0.0405243,0.1,726.25,449.966095945,2100.0,371.0
1331.35714286,668.04294207,2100.0,499.0,0.0445877,0.1,1688.35,533.901046543,2100.0,563.0
1526.0,650.908123022,2100.0,435.0,0.0355317,0.1,1006.35,540.741091004,2100.0,371.0
1409.14285714,676.638208577,2100.0,371.0,0.0384476,0.1,1185.75,711.071576918,2100.0,371.0
1400.0,731.409988603,2100.0,371.0,0.0399084,0.1,1555.5,650.892502645,2100.0,435.0
1603.41666667,575.544011977,2100.0,435.0,0.039073,0.1,1252.9,676.361951916,2100.0,435.0
1660.36363636,663.859962331,2100.0,371.0,0.0375099,0.1,1999.1,317.59863035,2100.0,787.0
1520.83333333,620.069731742,2100.0,563.0,0.0411239,0.1,1371.3,623.806548539,2100.0,435.0
1126.05882353,635.358395441,2100.0,435.0,0.0479053,0.1,1866.15,466.423871066,2100.0,659.0
1528.46153846,669.681165858,2100.0,371.0,0.0442215,0.1,1672.3,605.844542767,2100.0,435.0
1292.93333333,710.288435934,2100.0,371.0,0.0417092,0.1,1430.65,701.652853981,2100.0,371.0
1137.47058824,721.085384326,2100.0,371.0,0.0391624,0.1,1388.9,642.13759429,2100.0,371.0
837.954545455,507.699309477,2100.0,371.0,0.0380626,0.1,1206.4,637.947834858,2100.0,371.0
904.476190476,645.37435567,2100.0,371.0,0.0464118,0.1,1107.15,672.906626138,2100.0,371.0
1788.54545455,660.730087051,2100.0,371.0,0.0466361,0.1,822.25,477.019797807,2100.0,371.0
1600.91666667,633.14577815,2100.0,371.0,0.0400427,0.1,1736.5,589.811537697,2100.0,371.0
1247.1875,640.83668149,2100.0,371.0,0.0377295,0.1,988.75,628.891952167,2100.0,371.0
941.095238095,661.368559793,2100.0,371.0,0.036246,0.1,855.85,475.874487129,2100.0,371.0
884.619047619,543.044458076,2100.0,435.0,0.0360046,0.1,1872.65,544.721697291,2100.0,371.0
1319.85714286,646.668479554,2100.0,499.0,0.03594,0.1,843.1,532.425478354,2100.0,435.0
994.315789474,577.084966163,2100.0,435.0,0.0355525,0.1,1012.7,565.830018645,2100.0,371.0
1087.61111111,586.773677635,2100.0,371.0,0.0327305,0.1,1352.15,703.664286077,2100.0,371.0
1372.35714286,542.863914431,2100.0,627.0,0.0348666,0.1,1094.3,580.283043006,2100.0,371.0
1417.69230769,759.755465175,2100.0,435.0,0.0381062,0.1,1459.35,620.616651001,2100.0,371.0
1402.21428571,645.415279222,2100.0,371.0,0.0436703,0.1,817.5,540.504440315,2100.0,371.0
1496.75,639.169790301,2100.0,371.0,0.0429207,0.1,1121.65,648.365350323,2100.0,403.0
1390.92857143,716.532868779,2100.0,531.0,0.0497474,0.1,943.9,612.710771898,2100.0,371.0
1157.25,648.113560651,2100.0,371.0,0.0417461,0.1,1744.5,578.462142236,2100.0,435.0
1327.13333333,680.268463345,2100.0,435.0,0.0450895,0.1,939.05,464.166400658,2100.0,371.0
1157.125,625.926201221,2100.0,371.0,0.0428991,0.1,1233.7,687.33355076,2100.0,371.0
1662.16666667,560.51744447,2100.0,531.0,0.0354809,0.1,1453.05,717.27724591,2100.0,371.0
1390.92857143,820.108656937,2100.0,371.0,0.042338,0.1,1698.05,622.774234775,2100.0,435.0
1181.1875,695.071508799,2100.0,371.0,0.0393865,0.1,619.05,378.537247177,2100.0,371.0
1191.1875,562.000580377,2100.0,435.0,0.0404176,0.1,1453.0,645.389494801,2100.0,371.0
970.578947368,521.474661623,2099.0,371.0,0.0423023,0.1,1938.25,442.614377873,2100.0,531.0
1528.30769231,619.185989781,2100.0,371.0,0.0477462,0.1,1177.5,503.774006872,2100.0,371.0
1101.58823529,660.484764826,2100.0,371.0,0.0455613,0.1,595.0,222.163903459,1171.0,371.0
1326.85714286,691.778128876,2100.0,467.0,0.0427699,0.1,1931.85,462.360170754,2100.0,435.0
1290.8,645.672589889,2100.0,371.0,0.0486288,0.1,761.4,310.51544245,1747.0,371.0
1427.42857143,718.086516304,2100.0,371.0,0.0436595,0.1,479.8,150.229690807,947.0,371.0
982.35,577.87899036,2100.0,371.0,0.0434022,0.1,894.25,506.212492438,2100.0,371.0
969.105263158,628.997522775,2100.0,371.0,0.0378886,0.1,1568.25,563.060998028,2100.0,659.0
1173.11764706,635.190372793,2100.0,371.0,0.0480618,0.1,542.2,161.995555495,947.0,371.0
1292.93333333,702.363103308,2100.0,435.0,0.0449622,0.1,961.45,537.427248565,2100.0,371.0
1738.90909091,554.685734865,2100.0,531.0,0.0391457,0.1,1264.2,762.340973581,2100.0,371.0
1808.4,477.466899376,2100.0,819.0,0.0401942,0.1,1088.0,639.387832227,2100.0,371.0
1791.36363636,560.383516844,2100.0,531.0,0.0482691,0.1,1630.75,610.12792716,2100.0,371.0
1287.85714286,617.759645487,2100.0,371.0,0.0445336,0.1,1380.95,684.335405704,2100.0,371.0
1776.72727273,520.593907503,2100.0,435.0,0.0515755,0.1,755.05,379.616711302,2100.0,371.0
1335.92857143,697.485326449,2100.0,371.0,0.0542028,0.1,695.9,511.701563414,2100.0,371.0
1926.9,327.709459735,2100.0,1107.0,0.0390121,0.1,1265.65,628.744803159,2100.0,371.0
1349.71428571,725.198635702,2100.0,403.0,0.042015,0.1,1454.5,635.34750334,2100.0,371.0
1533.38461538,690.2439411,2100.0,371.0,0.0428635,0.1,1430.6,680.263654769,2100.0,371.0
2018.11111111,231.616754549,2100.0,1363.0,0.0425952,0.1,1481.9,714.978664017,2100.0,371.0
1853.4,519.93368808,2100.0,499.0,0.0552524,0.1,1686.8,625.74032953,2100.0,435.0
1203.25,657.997102957,2100.0,371.0,0.0488295,0.1,579.0,274.249521422,1235.0,371.0
1399.92857143,601.6235729,2100.0,435.0,0.0413001,0.1,1870.95,535.522499527,2100.0,371.0
1686.36363636,493.383913348,2100.0,755.0,0.0389641,0.1,1661.15,649.356548824,2100.0,371.0
1149.3125,694.606338039,2100.0,371.0,0.0371513,0.1,1047.95,679.075583054,2100.0,371.0
1384.0,725.06669644,2100.0,371.0,0.0447012,0.1,1837.4,527.825577251,2100.0,659.0
1504.83333333,685.072117047,2100.0,435.0,0.0449273,0.1,1991.1,356.094495886,2100.0,563.0
1397.64285714,693.415728441,2100.0,371.0,0.0513712,0.1,921.4,482.616866676,1747.0,371.0
1634.18181818,674.081168323,2100.0,371.0,0.0530133,0.1,1004.65,481.562174075,2100.0,371.0
1397.64285714,596.448729343,2100.0,435.0,0.0530062,0.1,1946.2,392.831974259,2100.0,723.0
1374.85714286,704.088758319,2100.0,371.0,0.0503922,0.1,1427.25,535.393862031,2100.0,371.0
1660.27272727,619.251467633,2100.0,531.0,0.0429075,0.1,1427.35,610.990202458,2100.0,467.0
1209.25,645.248159625,2100.0,371.0,0.0438227,0.1,801.4,361.114718614,1427.0,371.0
1135.47058824,617.256941223,2100.0,371.0,0.0426935,0.1,1332.85,590.243362944,2100.0,371.0
1484.07692308,684.917452807,2100.0,371.0,0.0406249,0.1,1960.65,375.176928262,2100.0,851.0
1501.38461538,690.040638543,2100.0,467.0,0.0443903,0.1,974.25,471.10411535,2100.0,371.0
1231.375,701.355283986,2100.0,499.0,0.0439755,0.1,1565.15,683.396171704,2100.0,371.0
1231.375,752.252108256,2100.0,371.0,0.0446195,0.1,1578.0,700.004285701,2100.0,371.0
996.75,598.640031655,2100.0,371.0,0.0432421,0.1,878.25,578.878819357,2100.0,371.0
1037.88888889,639.145861364,2100.0,435.0,0.0400863,0.1,1425.75,646.849895648,2100.0,435.0
1698.18181818,586.428298056,2100.0,371.0,0.0412293,0.1,1110.35,648.329644163,2100.0,371.0
922.714285714,492.010079538,2100.0,435.0,0.0451775,0.1,905.5,619.382474728,2100.0,371.0
1303.78571429,638.992195187,2100.0,435.0,0.0374445,0.1,987.15,573.517678455,2100.0,371.0
1427.38461538,606.415133064,2100.0,435.0,0.047456,0.1,1015.9,513.437133445,2100.0,371.0
1773.90909091,559.832029118,2100.0,595.0,0.0476405,0.1,1726.85,529.211703858,2100.0,659.0
1665.0,642.774714292,2100.0,371.0,0.0439268,0.1,1475.45,658.064014743,2100.0,371.0
1582.08333333,558.758364342,2100.0,531.0,0.0443832,0.1,966.25,605.088330329,2100.0,371.0
1416.07142857,708.688876355,2100.0,435.0,0.0425016,0.1,1403.5,738.200142238,2100.0,371.0
