train_mean,train_st_dev,train_max,train_min,train_loss,train_epsilon,test_mean,test_st_dev,test_max,test_min
411.0,60.0444279957,595.0,371.0,1.30277229372,1.0,407.8,50.8739619059,531.0,371.0
420.021276596,64.6270773111,595.0,371.0,1.58403,1.0,417.4,71.8932542037,691.0,371.0
427.347826087,67.4495680817,659.0,371.0,0.440277,0.91,403.0,42.932505168,531.0,371.0
421.382978723,73.4309787926,691.0,371.0,0.16168,0.82,449.4,109.678803786,755.0,371.0
404.959183673,59.74707206,659.0,371.0,0.1016,0.730000000001,403.0,63.194936506,595.0,371.0
430.826086957,71.4323347645,627.0,371.0,0.0595197,0.640000000001,428.6,111.128034267,851.0,371.0
439.266666667,89.6507792617,755.0,371.0,0.0405899,0.550000000001,449.4,103.92612761,755.0,371.0
429.434782609,80.4313512782,723.0,371.0,0.0345777,0.460000000001,404.6,59.4158228084,595.0,371.0
441.4,92.4006733982,851.0,371.0,0.027832,0.370000000001,396.6,50.1900388523,531.0,371.0
420.021276596,76.6554849772,755.0,371.0,0.0229763,0.280000000001,415.8,76.6665507246,691.0,371.0
424.106382979,58.0283254541,595.0,371.0,0.0187654,0.190000000001,403.0,48.5304028419,531.0,371.0
411.666666667,55.7095643095,595.0,371.0,0.0165744,0.100000000001,391.8,29.1094486379,435.0,371.0
406.265306122,58.9855656886,691.0,371.0,0.0135318,0.1,403.0,44.1089560067,531.0,371.0
428.739130435,61.015477289,595.0,371.0,0.0124336,0.1,396.6,49.1593327864,531.0,371.0
422.744680851,74.2595987305,627.0,371.0,0.0134842,0.1,454.2,109.643786874,723.0,371.0
428.739130435,65.2468339337,691.0,371.0,0.0137683,0.1,399.8,45.1415551349,531.0,371.0
417.978723404,62.9188904968,627.0,371.0,0.0128161,0.1,439.8,62.6047921488,595.0,371.0
417.978723404,62.9188904968,627.0,371.0,0.0125913,0.1,471.8,108.646951177,755.0,371.0
437.844444444,113.653265203,1011.0,371.0,0.0132266,0.1,391.8,39.5494627018,531.0,371.0
440.688888889,111.931689927,915.0,371.0,0.01314,0.1,422.2,61.0521088907,563.0,371.0
438.555555556,71.4657821946,595.0,371.0,0.0146558,0.1,406.2,51.4991262062,563.0,371.0
