best,average,worse
0.979486068025,0.461274116025,0.0
1.05980360625,0.493515263331,0.0179014374984
1.05980360625,0.52707968942,0.0529764187311
1.08804446117,0.524308507618,0.0356684337237
1.08804446117,0.555949245051,0.0179014374984
1.08804446117,0.539546715002,0.0179014374984
1.10524149519,0.629377929714,0.0253164556962
1.10524149519,0.636964533725,0.0
1.12370877502,0.671255740378,0.12568335224
1.12370877502,0.714354751365,0.176587297176
1.11736857496,0.737597840856,0.16352273411
1.13795689722,0.79239549343,0.237852161616
1.13795689722,0.820596518637,0.266751092663
1.13644960529,0.842729216072,0.147185093199
1.14108080974,0.903010514423,0.414625629882
1.16418841097,0.92965452551,0.46334106573
1.17563528603,0.928052889828,0.196531597557
1.17409928222,0.912601432124,0.103444586225
1.17409928222,0.971162164174,0.439617718147
1.17945682576,0.993306682843,0.414382947593
1.17945682576,0.975002177989,0.389522253463
1.17170499286,0.989987252436,0.48983931202
1.17058645244,0.979755468746,0.67282775619
1.18842017402,0.955840526839,0.288998132341
1.18842017402,0.976292459405,0.286511216964
1.19206624893,0.972881939752,0.355676322279
1.20528891748,0.997689904334,0.480093460906
1.20528891748,0.991823565808,0.500760771816
1.20528891748,1.02326139403,0.382112110114
1.20528891748,1.00705097365,0.426437152004
1.19987322061,1.02752681916,0.534891541667
1.19987322061,1.01359761784,0.565678892166
1.19345684228,0.996024463791,0.537626609764
1.18686103074,0.99558388216,0.364409990194
1.18686103074,1.01263036883,0.549150682462
1.19749528805,0.988770606226,0.541864116456
1.19936965756,0.951191672197,0.208040970912
1.19936965756,0.973875736268,0.432057152115
1.18800408207,0.994269997667,0.71683435859
1.18800408207,0.972391601504,0.167771398578
1.18800408207,0.97609033472,0.286581032137
1.1858700651,0.973978775644,0.430830613589
1.18535799724,0.954556703915,0.261213538337
1.18986140483,0.97803472137,0.617861328108
1.18986140483,0.966674781019,0.52814939626
1.18828230178,0.946037753898,0.527060545248
1.20272378612,0.965938177325,0.439238220903
1.20272378612,0.972507206548,0.533643989293
1.20272378612,0.984422231276,0.412562710534
1.20272378612,0.992805272423,0.404425562738
1.20875611514,1.02217212576,0.431740720862
1.20875611514,1.0325787069,0.565795931577
1.20875611514,1.0281262196,0.677840879447
1.22055106673,1.04333658472,0.27629699388
1.22055106673,1.04229892712,0.658262977016
1.22055106673,1.02783876122,0.37546281264
1.21198938156,1.04300191818,0.50487417825
1.20095888907,1.0265382952,0.667522286857
1.24550310386,1.02139468837,0.573016726524
1.23435453194,1.02342761501,0.419393528416
1.24404333376,1.04151200291,0.783645453799
1.25107527538,1.04714900159,0.674732808332
1.25107527538,1.05560165213,0.669724388321
1.2611634109,1.05199204743,0.681924941963
1.2611634109,1.05198526767,0.619226376842
1.26564276759,1.03894410651,0.550394260608
1.26309703756,1.04502386516,0.507034828272
1.26309703756,1.03475882235,0.504508525292
1.26309703756,1.04607778622,0.418298934365
1.26433980193,1.04590911569,0.453718130052
1.26433980193,1.07754485982,0.775087230285
1.26433980193,1.06905138644,0.366702663433
1.26437601742,1.09837863942,0.654264460419
1.27422931316,1.10386033465,0.687938850937
1.29529490704,1.10987277207,0.53868066218
1.29529490704,1.09864046264,0.417865106905
1.29529490704,1.12930882721,0.591532842373
1.29529490704,1.14804013305,0.657680775872
1.29529490704,1.13214332588,0.457606814395
1.29529490704,1.12444962524,0.759448474274
1.29529490704,1.11298573982,0.672145614259
1.29948637662,1.11569728052,0.700711700509
1.317624736,1.10904584871,0.645119268699
1.34229829699,1.10703401971,0.0356684337237
1.34229829699,1.12488162965,0.510093206554
1.34229829699,1.1219443579,0.184283595078
1.34229829699,1.13034472162,0.747255222675
1.35503635568,1.13523402318,0.744049727753
1.35503635568,1.13870492877,0.502350266864
1.34754883988,1.15367551589,0.7590630937
1.35127027766,1.1441412145,0.723216621709
1.34754883988,1.16567244713,0.47666403973
1.34754883988,1.17128356831,0.452424309754
1.3507179149,1.16184046554,0.527564162591
1.35278468999,1.14543360708,0.261202088749
1.35278468999,1.16936644378,0.551136271376
1.35278468999,1.18832003534,0.75428763018
1.35278468999,1.1937644734,0.834790599824
1.35278468999,1.17834660849,0.761515738839
1.3637753104,1.17388036337,0.460039257113
1.3637753104,1.17126149195,0.462611110912
1.3637753104,1.15979035737,0.449478720534
1.3637753104,1.19790241147,0.473604313666
1.35937773819,1.19366310611,0.691605595256
1.35894110943,1.18173573195,0.362558481924
1.35894110943,1.15312036955,0.188092778992
1.35364011928,1.16820594646,0.851672235319
1.35364011928,1.16153548789,0.704079397227
1.35364011928,1.17337886692,0.737759846191
1.35364011928,1.18277653533,0.82543329452
1.34579755896,1.19729486676,0.768989171166
1.35677892625,1.20560083947,0.877157253381
1.35677892625,1.18389382991,0.528230849447
1.36415111219,1.16936101265,0.520185968941
1.36415111219,1.16073857652,0.757837183937
1.36415111219,1.1415171795,0.431871148324
1.36415111219,1.15839445796,0.515552338079
1.35880123992,1.15846356431,0.569582090847
1.35880123992,1.15858044915,0.61765434281
1.35864372555,1.13997987847,0.166473118799
1.35864372555,1.15830468788,0.537280165569
1.35864372555,1.17846023408,0.279155556949
1.35864372555,1.20609288239,0.365230005075
