best,average,worse
4.87638247633,2.84927043756,1.10137590607
4.87638247633,2.99315783903,1.65127946565
4.87638247633,3.13731311835,1.29341692626
4.87638247633,3.05783767048,1.59933550042
4.87638247633,3.081206456,1.09650914715
4.87638247633,3.23023815813,0.860057748662
4.87638247633,3.21224752945,0.139165520249
4.87638247633,3.37608448272,1.22811070444
4.88899273288,3.55912066874,1.78346250996
4.88899273288,3.67171600854,1.78346250996
7.04632132023,3.74088960836,2.41339637556
7.04632132023,3.77341280889,2.15814685456
7.04632132023,3.76098692192,1.75404607222
7.04632132023,3.89636056334,2.33772192968
7.04632132023,3.85107327019,2.7240620881
7.04632132023,4.02184972154,2.56053252729
7.05008124358,4.12466652219,1.66363519351
7.04632132023,4.3653411723,2.23838197851
7.05516282131,4.51892108254,2.28520445485
7.05516282131,4.72962963021,2.46616657178
7.05516282131,5.05975605969,2.91774976893
7.05921843825,5.0051984617,2.908077041
7.06397542431,5.05274275413,2.94066509293
7.0743602131,5.35734240005,3.31986948247
7.065922953,5.70192913607,3.29539697345
7.07090533311,5.72867955404,3.31461651556
7.07090533311,5.58586739643,3.37432343222
7.08490421785,5.78884515241,3.31986948247
7.08987500447,5.89489194442,3.47972012499
7.08987500447,6.11125771943,4.09670694664
7.09004038723,6.16673485018,3.91223254684
7.09946978916,6.17492807227,4.06902448098
7.09946978916,6.35189286408,4.96244491167
7.13443799614,6.15089580191,4.92181640047
7.14305419494,5.89043401576,4.92181640047
7.15014250726,6.11832624959,4.94122677636
7.15014250726,6.07791329219,4.94122677636
7.15014250726,6.02028516015,4.95102524615
7.15014250726,6.12772837167,4.90566429381
7.15243359408,6.05183682026,3.30209677233
7.16307129436,6.21923858538,3.4036967664
7.17415839167,6.10604504727,3.99047108038
7.16307129436,5.93830676985,3.95421513395
7.16307129436,6.10166431116,3.99384696061
7.17390641028,6.0226051577,3.95269860258
7.17901984583,6.09741385958,3.94488696305
7.17901984583,5.97299218516,4.97008954682
7.17901984583,6.21235973457,4.96922665899
7.19691977511,6.0351343821,4.9149433822
7.17901984583,5.79476059281,4.94771853231
7.18152095783,6.12967652801,4.92700301264
7.18985689363,6.09354344363,4.97460578432
7.18985689363,6.02319770459,4.98080863189
7.1934460477,6.16763321246,4.99258090518
7.19419467774,6.13268852209,4.8997386864
7.21312879092,5.95325939249,4.93191592813
7.21312879092,5.89332387942,4.91396920496
7.21312879092,5.93581897589,4.87480990858
7.21465842988,5.85710857153,4.96867386815
7.23505729697,6.02168910048,4.97068931918
7.23505729697,5.92605443694,4.88143975853
7.23505729697,5.99182318171,4.92273691269
7.23505729697,6.06031514327,4.95002216145
7.23505729697,5.80296281635,4.98270400118
7.23505729697,6.01669021428,4.97923677045
7.23505729697,6.12098178664,4.99980978704
7.23505729697,6.00139586782,5.03019252192
7.24489924847,6.20483539967,4.99701643611
7.25124033833,5.86977652124,4.97169719364
7.25809244318,5.98398830831,4.97766265599
7.25809244318,5.99810574335,4.97766265599
7.25673013091,5.91967740513,5.02540238371
7.25533730066,6.00148773111,5.06689967798
7.25809244318,6.2049421405,5.03079470724
7.26221583338,6.05229892345,3.76635879938
7.26514863236,6.05739237115,3.83685357159
7.26514863236,5.85394033057,3.7232667374
7.27220602909,5.9880198423,5.01113255698
7.27220602909,5.87896975986,4.98878196064
7.27220602909,5.8735713852,4.83031428332
7.27220602909,5.83537181085,4.66756506089
7.27171695607,5.69039819079,4.89132998603
7.27171695607,5.7489456623,5.02547018176
7.27171695607,5.86303813896,5.02565909584
7.27171695607,5.84645034181,5.00352529269
7.27171695607,5.82752987362,4.91373893183
7.28076350576,5.83696650948,4.95547688449
7.28639020628,5.92446401353,5.03391781916
7.28639020628,6.06095391173,4.78977487873
7.28287516227,5.98765385854,4.85507816636
7.29793728045,6.12233870757,4.9093519135
7.29793728045,5.9082638184,4.93884211384
7.29793728045,5.97901459469,5.07546358586
7.30893585742,6.14714966572,5.02393842825
7.30893585742,6.02594544019,5.01480974476
7.31303805893,6.12858894116,5.0511873128
7.31751922315,5.92667250515,4.9703105788
7.31751922315,6.04644794409,5.00312904031
7.31751922315,5.99499554315,5.07694541932
7.31751922315,6.19966486372,5.11569704279
7.32395427097,6.15357916918,5.04629726729
7.32395427097,6.12282232923,5.04462824659
7.32395427097,6.06906899952,5.12255903787
7.32395427097,6.25849193981,5.0700146672
7.32422798569,6.24041437649,5.13520037602
7.32422798569,6.34251820311,4.76073299
7.33734506205,6.33122013697,4.67415960665
7.33734506205,6.37186192218,4.74344196901
7.34229936397,6.36347218186,4.74344196901
7.34229936397,6.55222011081,4.82146759237
7.34229936397,6.49718079001,4.78664995812
7.34082603607,6.47897271115,4.78664995812
7.34082603607,6.46778413073,5.1760071057
7.35027941136,6.41080237101,5.13002158967
7.34824892058,6.3757063951,4.2898113103
7.34831353084,6.50909925996,4.16434904582
7.35183306158,6.56476972775,5.16786992631
7.34831353084,6.52756034809,5.16379111445
7.34831353084,6.53070570586,5.15905199624
7.34831353084,6.48678615286,5.12247039979
7.34831353084,6.64306064581,5.14929368842
7.34938361316,6.56203449493,5.16136950567
7.35577963795,6.39655164453,5.07071355886
7.3572562167,6.39549173885,5.18216597305
7.3572562167,6.33818543981,5.17568633639
7.3572562167,6.48173852146,5.18385994385
7.35802084137,6.64003383356,5.02577619117
7.35802084137,6.53769490677,4.98675570338
7.35802084137,6.36804179471,4.95985191393
7.35925095367,6.31929964579,4.99879868409
7.35925095367,6.37255311958,5.08992113323
7.35935840441,6.54112522193,5.1073970765
7.36159533043,6.52397043541,5.01076634085
7.36295155592,6.46751555827,5.01076634085
7.37100399309,6.43027065313,5.0795754445
7.37100399309,6.57011457004,5.01837116651
7.37100399309,6.48689298183,5.03542159486
7.37100399309,6.63805932968,4.99642248313
7.3755500167,6.72153257128,4.99642248313
7.3755500167,6.69333735907,4.97985489614
7.3755500167,6.6772787504,4.92499655127
7.38025413369,6.59542906194,4.92499655127
7.38110698472,6.82818694936,5.00863361962
7.38110698472,6.8224516243,5.1193496954
7.38110698472,6.89199921514,5.15561475411
7.38110698472,6.70060041332,4.85046933587
7.38110698472,6.6978020394,4.93874350986
7.38476767533,6.74821486122,5.07109941868
7.38476767533,6.72378767368,4.51229879984
7.38476767533,6.75507245449,5.19708764893
7.3857693047,6.73055388846,5.20989815015
7.38477286299,6.75373480462,5.21755890529
7.3854077488,6.71662773283,5.18703656823
7.38477286299,6.69403662742,5.16986983291
7.386785418,6.80742456265,5.13888382631
7.386785418,6.95563860335,5.14511897625
7.386785418,6.79416131215,5.19352913966
7.386785418,6.75122299146,5.13536519264
7.386785418,6.90379721684,5.22026332957
7.38694074198,6.78239552127,5.19857838824
7.38895409183,6.8903802663,5.18949888224
7.38895409183,6.96966599617,5.20341431315
