best,average,worse
1.6337707111,0.639119318412,0.0954222097861
1.83774107012,0.746879801938,0.293979831208
2.00231268551,0.898573058995,0.253494153305
2.00231268551,1.00669055747,0.274647061979
2.00495127955,1.03826571598,0.219470345389
2.10957517735,1.1545931049,0.289796986306
2.10957517735,1.27659096698,0.397936133243
2.10957517735,1.4591662286,0.430527772822
2.10957517735,1.49526150202,0.280839836052
2.10957517735,1.68220918656,0.288013838771
2.11345278739,1.71276188662,0.282360289028
2.16337139237,1.79518203003,0.574426116734
2.16337139237,1.85590840158,0.539700177785
2.16337139237,1.90649014039,0.683760019242
2.16337139237,1.98093375507,1.00566049629
2.16337139237,2.01202402655,1.54986713196
2.1635962781,2.02574144135,1.5529496087
2.1635962781,2.0415408129,1.73447536535
2.1635962781,2.04022267871,1.75923081188
2.1635962781,2.04629216206,1.75495381124
2.16377500664,2.05432572894,1.75495381124
2.16377500664,2.05740499631,1.75495381124
2.16377500664,2.02638664067,0.706950987412
2.16606445073,2.04659878841,0.706950987412
2.16606445073,2.0189186797,0.706950987412
2.16606445073,2.01554133054,0.706950987412
2.16606445073,2.05549140611,1.85472280031
2.16606445073,2.06630648562,1.85576501943
2.16606445073,2.07669751292,1.85323815371
2.16850862386,2.088198496,1.83190488845
2.16850862386,2.07146077747,1.70634051022
2.16850862386,2.06473875856,0.75907329234
2.16850862386,2.08150598534,1.8353749192
2.16850862386,2.06967894708,0.767981127936
2.16850862386,2.08661031197,1.78764470382
2.16850862386,2.10597308979,1.83189081902
2.16873250914,2.08061363296,1.46433524607
2.16873250914,2.0762376753,1.37116129652
2.16922217246,2.07634794086,1.37749753699
2.16922217246,2.08240969265,1.370667237
2.16922217246,2.10480682316,1.89784541912
2.16922217246,2.10479033245,1.80137709785
2.16944162144,2.09239192529,1.80137709785
2.1716173043,2.09071459934,1.80137709785
2.1716173043,2.08983694632,1.79596882185
2.17245799203,2.0774705153,1.79991792099
2.17245799203,2.06861715562,1.72369326539
2.17413070706,2.0812151831,1.74692343897
2.17413070706,2.09496011704,1.74624752194
2.17413070706,2.09933981756,1.6884724989
2.17413070706,2.07230659792,1.54763519037
2.17413070706,2.08580549141,1.70415559984
2.17413070706,2.08115612472,1.70315982321
2.17413070706,2.05391014222,1.35195788728
2.17419386062,2.04586764959,1.54702687659
2.17419386062,2.0455653303,1.5450247598
2.17419386062,2.0395732364,1.69516400127
2.20469729366,2.04387220697,1.36896645921
2.20469729366,2.0532033874,1.37539455461
2.20469729366,2.05900361921,1.37945691036
2.20582512663,2.07026288586,1.70316506691
2.20582512663,2.03102717272,1.68628355774
2.20582512663,2.05170014372,1.68628355774
2.21299539124,2.02506070013,1.68628355774
2.21299539124,2.00931078567,1.68848395436
2.21299539124,2.01317190678,1.68848395436
2.21632818403,2.03409455121,1.6871569682
2.21632818403,2.04110317556,1.68714709557
2.21632818403,2.03139159555,1.68527553583
2.21632818403,2.04400031488,1.68924621496
2.21632818403,2.06255052237,1.68868782
2.21632818404,2.06717764489,1.687935884
2.23223847044,2.04359818559,1.68855084156
2.23223847044,2.05070776237,1.68933564285
2.23223847044,2.033514081,1.68855366944
2.23223847044,2.04282614547,1.6998603187
2.23223847044,2.02472596684,1.37138641136
2.23223847044,2.05626597326,1.31386774183
2.23317505998,2.02513645175,1.298887525
2.28595607096,2.04449923833,1.32574713253
2.28595607096,2.01282398173,1.3009874159
2.29052312135,2.02404704675,1.28440600646
2.29052312135,2.02414292776,1.28529663006
2.29078791353,2.03809906021,1.28529663006
2.29078791353,2.017650169,1.29378214734
2.29078791353,2.0661484118,1.33628478366
2.29078791353,2.07729826524,1.32729024215
2.29078791353,2.09285812389,1.32988911261
2.29078791353,2.11974425485,1.3297975349
2.29078791353,2.11213182726,1.33401040666
2.29078791353,2.10590877378,1.32780683126
2.29078791353,2.0891046021,1.33546419928
2.29080863545,2.09656358818,1.33546419928
2.29320152508,2.12386138688,1.33478125399
2.29320152508,2.13913416284,1.33711340195
2.29320152508,2.1575604893,1.3509618836
2.29320152508,2.13334305701,1.36645552716
2.29320152508,2.14903503371,1.32130773886
2.29320152508,2.16244416158,1.7379684342
2.29320152508,2.16102193494,1.66970551398
2.29320159122,2.17895923048,1.7379684342
2.29320159122,2.17773005088,1.27464364108
2.29320159122,2.18695700938,1.73745880427
2.29320159122,2.16672857289,1.34246066761
