best,average,worse
3.60041649359,2.11224520045,0.867326322881
3.65823804582,2.05531506039,0.320243912489
3.85073321759,2.25773050292,0.485170723968
4.02278849615,2.28576201084,0.185624710405
4.03371313182,2.3904073412,0.711257364666
4.03371313182,2.36836422875,0.62462250814
4.03371313182,2.38094119946,0.461616246667
4.03371313182,2.46352522871,0.601365212836
4.12807667548,2.42839267473,0.493046823936
4.12807667548,2.52415722845,0.65405693701
4.12807667548,2.49188325692,0.589300847295
4.12807667548,2.68693950989,1.01925846673
4.20489218925,2.65808418095,0.809962482836
4.20489218925,2.56279283161,0.475498794049
4.20489218925,2.62999264005,1.01863519764
4.16979612948,2.62426982954,0.895182952529
4.18734415937,2.78176000404,1.34485493831
4.20489218925,2.77830689966,1.21162013369
4.20489218925,2.89912726195,1.15509595536
4.20489218925,2.84003515723,1.28494851227
4.20489218925,2.76705939817,1.27740860395
4.20489218925,2.71438263504,0.845718865371
4.20489218925,2.74274796873,1.05519167257
4.20489218925,2.86132169651,0.954879168719
4.20489218925,2.81308997287,0.575318331027
4.20489218925,2.91259866937,1.62690170267
4.22906361337,2.81896022784,0.185624710405
4.22906361337,2.99865155158,1.22761480162
4.22906361337,2.97378932627,1.14778573469
4.22906361337,2.86045329992,0.618055347717
4.22906361337,3.07593918074,1.15055701469
4.22906361337,3.04234836375,0.835670450836
4.25091288469,3.17197550704,1.13674638287
4.25091288469,3.22483071229,1.28070161258
4.25091288469,3.3622269921,1.66889542323
4.25091288469,3.40172834328,1.61701668822
4.25091288469,3.3470828733,1.33003671456
4.25091288469,3.33261531838,1.54050481372
4.35189982258,3.40474822477,1.22879839241
4.28170770303,3.34086200322,1.8924397429
4.28170770303,3.35248842455,1.55173875834
4.35189982258,3.47769175207,1.33583242391
4.35189982258,3.50810756303,1.86265874218
4.35189982258,3.52221538589,1.4709529937
4.29263233869,3.45893987098,1.69589108189
4.29263233869,3.43866427713,1.77984981108
4.29925573292,3.4118637756,1.74423393011
4.29925573292,3.36869981176,1.60573204577
4.29925573292,3.44837774738,2.025731635
4.36944785247,3.59993745946,1.75835693969
training time: 242.667887926
